locus_tag	old_locus_tag
LK433_RS04375	LK433_04370
LK433_RS04380	LK433_04375
LK433_RS04385	LK433_04380
LK433_RS04390	LK433_04385
LK433_RS04395	LK433_04390
LK433_RS04400	LK433_04395
LK433_RS04405	LK433_04400
LK433_RS04410	LK433_04405
LK433_RS04415	LK433_04410
LK433_RS04420	LK433_04415
LK433_RS04425	LK433_04420
LK433_RS04430	LK433_04425
LK433_RS04435	LK433_04430
LK433_RS04440	LK433_04435
LK433_RS04445	LK433_04440
LK433_RS04450	LK433_04445
LK433_RS04455	LK433_04450
LK433_RS04460	LK433_04455
LK433_RS04465	LK433_04460
LK433_RS04470	LK433_04465
LK433_RS04475	LK433_04470
LK433_RS04480	LK433_04475
LK433_RS04485	LK433_04480
LK433_RS04490	LK433_04485
LK433_RS04495	LK433_04490
LK433_RS04500	LK433_04495
LK433_RS04505	LK433_04500
LK433_RS04510	LK433_04505
LK433_RS04515	LK433_04510
LK433_RS04520	LK433_04515
LK433_RS04525	LK433_04520
LK433_RS04530	LK433_04525
LK433_RS04535	LK433_04530
LK433_RS04540	LK433_04535
LK433_RS04545	LK433_04540
LK433_RS04550	LK433_04545
LK433_RS04555	LK433_04550
LK433_RS04560	LK433_04555
LK433_RS04565	LK433_04560
LK433_RS04570	LK433_04565
LK433_RS04575	LK433_04570
LK433_RS04580	LK433_04575
LK433_RS04585	LK433_04580
LK433_RS04590	LK433_04585
LK433_RS04595	LK433_04590
LK433_RS04600	LK433_04595
LK433_RS04605	LK433_04600
LK433_RS04610	LK433_04605
LK433_RS04615	LK433_04610
LK433_RS04620	LK433_04615
LK433_RS04625	LK433_04620
LK433_RS04630	LK433_04625
LK433_RS04635	LK433_04630
LK433_RS04640	LK433_04635
LK433_RS04645	LK433_04640
LK433_RS04650	LK433_04645
LK433_RS04655	LK433_04650
LK433_RS04660	LK433_04655
LK433_RS04665	LK433_04660
LK433_RS04670	LK433_04665
LK433_RS04675	LK433_04670
LK433_RS04680	LK433_04675
LK433_RS04685	LK433_04680
LK433_RS04690	LK433_04685
LK433_RS04695	LK433_04690
LK433_RS04700	LK433_04695
LK433_RS04705	LK433_04700
LK433_RS04710	LK433_04705
LK433_RS04715	LK433_04710
LK433_RS04720	LK433_04715
LK433_RS04725	LK433_04720
LK433_RS04730	LK433_04725
LK433_RS04735	LK433_04730
LK433_RS04740	LK433_04735
LK433_RS04745	LK433_04740
LK433_RS04750	LK433_04745
LK433_RS04755	LK433_04750
LK433_RS04760	LK433_04755
LK433_RS04765	LK433_04760
LK433_RS04770	LK433_04765
LK433_RS04775	LK433_04770
LK433_RS04780	LK433_04775
LK433_RS04785	LK433_04780
LK433_RS04790	LK433_04785
LK433_RS04795	LK433_04790
LK433_RS04800	LK433_04795
LK433_RS04805	LK433_04800
LK433_RS04810	LK433_04805
LK433_RS04815	LK433_04810
LK433_RS04820	LK433_04815
LK433_RS04825	LK433_04820
LK433_RS04830	LK433_04825
LK433_RS04835	LK433_04830
LK433_RS04840	LK433_04835
LK433_RS04845	LK433_04840
LK433_RS04850	LK433_04845
LK433_RS04855	LK433_04850
LK433_RS04860	LK433_04855
LK433_RS04865	LK433_04860
LK433_RS04870	LK433_04865
LK433_RS04875	LK433_04870
LK433_RS04880	LK433_04875
LK433_RS04885	LK433_04880
LK433_RS04890	LK433_04885
LK433_RS04895	LK433_04890
LK433_RS04900	LK433_04895
LK433_RS04905	LK433_04900
LK433_RS04910	LK433_04905
LK433_RS04915	LK433_04910
LK433_RS04920	LK433_04915
LK433_RS04925	LK433_04920
LK433_RS04930	LK433_04925
LK433_RS04935	LK433_04930
LK433_RS04940	LK433_04935
LK433_RS04945	LK433_04940
LK433_RS04950	LK433_04945
LK433_RS04955	LK433_04950
LK433_RS04960	LK433_04955
LK433_RS04965	LK433_04960
LK433_RS04970	LK433_04965
LK433_RS04975	LK433_04970
LK433_RS04980	LK433_04975
LK433_RS04985	LK433_04980
LK433_RS04990	LK433_04985
LK433_RS04995	LK433_04990
LK433_RS05000	LK433_04995
LK433_RS05005	LK433_05000
LK433_RS05010	LK433_05005
LK433_RS05015	LK433_05010
LK433_RS05020	LK433_05015
LK433_RS05025	LK433_05020
LK433_RS05030	LK433_05025
LK433_RS05035	LK433_05030
LK433_RS05040	LK433_05035
LK433_RS05045	LK433_05040
LK433_RS05050	LK433_05045
LK433_RS05055	LK433_05050
LK433_RS05060	LK433_05055
LK433_RS05065	LK433_05060
LK433_RS05070	LK433_05065
LK433_RS05075	LK433_05070
LK433_RS05080	LK433_05075
LK433_RS05085	LK433_05080
LK433_RS05090	LK433_05085
LK433_RS05095	LK433_05090
LK433_RS05100	LK433_05095
LK433_RS05105	LK433_05100
LK433_RS05110	LK433_05105
LK433_RS05115	LK433_05110
LK433_RS05120	LK433_05115
LK433_RS05125	LK433_05120
LK433_RS05130	LK433_05125
LK433_RS05135	LK433_05130
LK433_RS05140	LK433_05135
LK433_RS05145	LK433_05140
LK433_RS05150	LK433_05145
LK433_RS05155	LK433_05150
LK433_RS05160	LK433_05155
LK433_RS05165	LK433_05160
LK433_RS05170	LK433_05165
LK433_RS05175	LK433_05170
LK433_RS05180	LK433_05175
LK433_RS05185	LK433_05180
LK433_RS05190	LK433_05185
LK433_RS05195	LK433_05190
LK433_RS05200	LK433_05195
LK433_RS05205	LK433_05200
LK433_RS05210	LK433_05205
LK433_RS05215	LK433_05210
LK433_RS05220	LK433_05215
LK433_RS05225	LK433_05220
LK433_RS05230	LK433_05225
LK433_RS05235	LK433_05230
LK433_RS05240	LK433_05235
LK433_RS05245	LK433_05240
LK433_RS05250	LK433_05245
LK433_RS05255	LK433_05250
LK433_RS05260	LK433_05255
LK433_RS05265	LK433_05260
LK433_RS05270	LK433_05265
LK433_RS05275	LK433_05270
LK433_RS05280	LK433_05275
LK433_RS05285	LK433_05280
LK433_RS05290	LK433_05285
LK433_RS05295	LK433_05290
LK433_RS05300	LK433_05295
LK433_RS05305	LK433_05300
LK433_RS05310	LK433_05305
LK433_RS05315	LK433_05310
LK433_RS05320	LK433_05315
LK433_RS05325	LK433_05320
LK433_RS05330	LK433_05325
LK433_RS05335	LK433_05330
LK433_RS05340	LK433_05335
LK433_RS05345	LK433_05340
LK433_RS05350	LK433_05345
LK433_RS05355	LK433_05350
LK433_RS05360	LK433_05355
LK433_RS05365	LK433_05360
LK433_RS05370	LK433_05365
LK433_RS05375	LK433_05370
LK433_RS05380	LK433_05375
LK433_RS05385	LK433_05380
LK433_RS05390	LK433_05385
LK433_RS05395	LK433_05390
LK433_RS05400	LK433_05395
LK433_RS05405	LK433_05400
LK433_RS05410	LK433_05405
LK433_RS05415	LK433_05410
LK433_RS05420	LK433_05415
LK433_RS05425	LK433_05420
LK433_RS05430	LK433_05425
LK433_RS05435	LK433_05430
LK433_RS05440	LK433_05435
LK433_RS05445	LK433_05440
LK433_RS05450	LK433_05445
LK433_RS05455	LK433_05450
LK433_RS05460	LK433_05455
LK433_RS05465	LK433_05460
LK433_RS05470	LK433_05465
LK433_RS05475	LK433_05470
LK433_RS05480	LK433_05475
LK433_RS05485	LK433_05480
LK433_RS05490	LK433_05485
LK433_RS05495	LK433_05490
LK433_RS05500	LK433_05495
LK433_RS05505	LK433_05500
LK433_RS05510	LK433_05505
LK433_RS05515	LK433_05510
LK433_RS05520	LK433_05515
LK433_RS05525	LK433_05520
LK433_RS05530	LK433_05525
LK433_RS05535	LK433_05530
LK433_RS05540	LK433_05535
LK433_RS05545	LK433_05540
LK433_RS05550	LK433_05545
LK433_RS05555	LK433_05550
LK433_RS05560	LK433_05555
LK433_RS05565	LK433_05560
LK433_RS05570	LK433_05565
LK433_RS05575	LK433_05570
LK433_RS05580	LK433_05575
LK433_RS05585	LK433_05580
LK433_RS05590	LK433_05585
LK433_RS05595	LK433_05590
LK433_RS05600	LK433_05595
LK433_RS05605	LK433_05600
LK433_RS05610	LK433_05605
LK433_RS05615	LK433_05610
LK433_RS05620	LK433_05615
LK433_RS05625	LK433_05620
LK433_RS05630	LK433_05625
LK433_RS05635	LK433_05630
LK433_RS05640	LK433_05635
LK433_RS05645	LK433_05640
LK433_RS05650	LK433_05645
LK433_RS05655	LK433_05650
LK433_RS05660	LK433_05655
LK433_RS05665	LK433_05660
LK433_RS05670	LK433_05665
LK433_RS05675	LK433_05670
LK433_RS05680	LK433_05675
LK433_RS05685	LK433_05680
LK433_RS05690	LK433_05685
LK433_RS05695	LK433_05690
LK433_RS05700	LK433_05695
LK433_RS05705	LK433_05700
LK433_RS05710	LK433_05705
LK433_RS05715	LK433_05710
LK433_RS05720	LK433_05715
LK433_RS05725	LK433_05720
LK433_RS05730	LK433_05725
LK433_RS05735	LK433_05730
LK433_RS05740	LK433_05735
LK433_RS05745	LK433_05740
LK433_RS05750	LK433_05745
LK433_RS05755	LK433_05750
LK433_RS05760	LK433_05755
LK433_RS05765	LK433_05760
LK433_RS05770	LK433_05765
LK433_RS05775	LK433_05770
LK433_RS05780	LK433_05775
LK433_RS05785	LK433_05780
LK433_RS05790	LK433_05785
LK433_RS05795	LK433_05790
LK433_RS05800	LK433_05795
LK433_RS05805	LK433_05800
LK433_RS05810	LK433_05805
LK433_RS05815	LK433_05810
LK433_RS05820	LK433_05815
LK433_RS05825	LK433_05820
LK433_RS05830	LK433_05825
LK433_RS05835	LK433_05830
LK433_RS05840	LK433_05835
LK433_RS05845	LK433_05840
LK433_RS05850	LK433_05845
LK433_RS05855	LK433_05850
LK433_RS05860	LK433_05855
LK433_RS05865	LK433_05860
LK433_RS05870	LK433_05865
LK433_RS05875	LK433_05870
LK433_RS05880	LK433_05875
LK433_RS05885	LK433_05880
LK433_RS05890	LK433_05885
LK433_RS05895	LK433_05890
LK433_RS05900	LK433_05895
LK433_RS05905	LK433_05900
LK433_RS05910	LK433_05905
LK433_RS05915	LK433_05910
LK433_RS05920	LK433_05915
LK433_RS05925	LK433_05920
LK433_RS05930	LK433_05925
LK433_RS05935	LK433_05930
LK433_RS05940	LK433_05935
LK433_RS05945	LK433_05940
LK433_RS05950	LK433_05945
LK433_RS05955	LK433_05950
LK433_RS05960	LK433_05955
LK433_RS05965	LK433_05960
LK433_RS05970	LK433_05965
LK433_RS05975	LK433_05970
LK433_RS05980	LK433_05975
LK433_RS05985	LK433_05980
LK433_RS05990	LK433_05985
LK433_RS05995	LK433_05990
LK433_RS06000	LK433_05995
LK433_RS06005	LK433_06000
LK433_RS06010	LK433_06005
LK433_RS06015	LK433_06010
LK433_RS06020	LK433_06015
LK433_RS06025	LK433_06020
LK433_RS06030	LK433_06025
LK433_RS06035	LK433_06030
LK433_RS06040	LK433_06035
LK433_RS06045	LK433_06040
LK433_RS06050	LK433_06045
LK433_RS06055	LK433_06050
LK433_RS06060	LK433_06055
LK433_RS06065	LK433_06060
LK433_RS06070	LK433_06065
LK433_RS06075	LK433_06070
LK433_RS06080	LK433_06075
LK433_RS06085	LK433_06080
LK433_RS06090	LK433_06085
LK433_RS06095	LK433_06090
LK433_RS06100	LK433_06095
LK433_RS06105	LK433_06100
LK433_RS06110	LK433_06105
LK433_RS06115	LK433_06110
LK433_RS06120	LK433_06115
LK433_RS06125	LK433_06120
LK433_RS06130	LK433_06125
LK433_RS06135	LK433_06130
LK433_RS06140	LK433_06135
LK433_RS06145	LK433_06140
LK433_RS06150	LK433_06145
LK433_RS06155	LK433_06150
LK433_RS06160	LK433_06155
LK433_RS06165	LK433_06160
LK433_RS06170	LK433_06165
LK433_RS06175	LK433_06170
LK433_RS06180	LK433_06175
LK433_RS06185	LK433_06180
LK433_RS06190	LK433_06185
LK433_RS06195	LK433_06190
LK433_RS06200	LK433_06195
LK433_RS06205	LK433_06200
LK433_RS06210	LK433_06205
LK433_RS06215	LK433_06210
LK433_RS06220	LK433_06215
LK433_RS06225	LK433_06220
LK433_RS06230	LK433_06225
LK433_RS06235	LK433_06230
LK433_RS06240	LK433_06235
LK433_RS06245	LK433_06240
LK433_RS06250	LK433_06245
LK433_RS06255	LK433_06250
LK433_RS06260	LK433_06255
LK433_RS06265	LK433_06260
LK433_RS06270	LK433_06265
LK433_RS06275	LK433_06270
LK433_RS06280	LK433_06275
LK433_RS06285	LK433_06280
LK433_RS06290	LK433_06285
LK433_RS06295	LK433_06290
LK433_RS06300	LK433_06295
LK433_RS06305	LK433_06300
LK433_RS06310	LK433_06305
LK433_RS06315	LK433_06310
LK433_RS06320	LK433_06315
LK433_RS06325	LK433_06320
LK433_RS06330	LK433_06325
LK433_RS06335	LK433_06330
LK433_RS06340	LK433_06335
LK433_RS06345	LK433_06340
LK433_RS06350	LK433_06345
LK433_RS06355	LK433_06350
LK433_RS06360	LK433_06355
LK433_RS06365	LK433_06360
LK433_RS06370	LK433_06365
LK433_RS06375	LK433_06375
LK433_RS06380	LK433_06380
LK433_RS06385	LK433_06385
LK433_RS06390	LK433_06390
LK433_RS06395	LK433_06395
LK433_RS06400	LK433_06400
LK433_RS06405	LK433_06405
LK433_RS06410	LK433_06410
LK433_RS06415	LK433_06415
LK433_RS06420	LK433_06420
LK433_RS06425	LK433_06425
LK433_RS06430	LK433_06430
LK433_RS06435	LK433_06435
LK433_RS06440	LK433_06440
LK433_RS06445	LK433_06445
LK433_RS06450	LK433_06450
LK433_RS06455	LK433_06455
LK433_RS06460	LK433_06460
LK433_RS06465	LK433_06465
LK433_RS06470	LK433_06470
LK433_RS06475	LK433_06475
LK433_RS06480	LK433_06480
LK433_RS06485	LK433_06485
LK433_RS06490	LK433_06490
LK433_RS06495	LK433_06495
LK433_RS06500	LK433_06500
LK433_RS06505	LK433_06505
LK433_RS06510	LK433_06510
LK433_RS06515	LK433_06515
LK433_RS06520	LK433_06520
LK433_RS06525	LK433_06525
LK433_RS06530	LK433_06530
LK433_RS06535	LK433_06535
LK433_RS06540	LK433_06540
LK433_RS06545	LK433_06545
LK433_RS06550	LK433_06550
LK433_RS06555	LK433_06555
LK433_RS06560	LK433_06560
LK433_RS06565	LK433_06565
LK433_RS06570	LK433_06570
LK433_RS06575	LK433_06575
LK433_RS06580	LK433_06580
LK433_RS06585	LK433_06585
LK433_RS06590	LK433_06590
LK433_RS06595	LK433_06595
LK433_RS06600	LK433_06600
LK433_RS06605	LK433_06605
LK433_RS06610	LK433_06610
LK433_RS06615	LK433_06615
LK433_RS06620	LK433_06620
LK433_RS06625	LK433_06625
LK433_RS06630	LK433_06630
LK433_RS06635	LK433_06635
LK433_RS06640	LK433_06640
LK433_RS06645	LK433_06645
LK433_RS06650	LK433_06650
LK433_RS06655	LK433_06655
LK433_RS06660	LK433_06660
LK433_RS06665	LK433_06665
LK433_RS06670	LK433_06670
LK433_RS06675	LK433_06675
LK433_RS06680	LK433_06680
LK433_RS06685	LK433_06685
LK433_RS06690	LK433_06690
LK433_RS06695	LK433_06695
LK433_RS06700	LK433_06700
LK433_RS06705	LK433_06705
LK433_RS06710	LK433_06710
LK433_RS06715	LK433_06715
LK433_RS06720	LK433_06720
LK433_RS06725	LK433_06725
LK433_RS06730	LK433_06730
LK433_RS06735	LK433_06735
LK433_RS06740	LK433_06740
LK433_RS06745	LK433_06745
LK433_RS06750	LK433_06750
LK433_RS06755	LK433_06755
LK433_RS06760	LK433_06760
LK433_RS06765	LK433_06765
LK433_RS06770	LK433_06770
LK433_RS06775	LK433_06775
LK433_RS06780	LK433_06780
LK433_RS06785	LK433_06785
LK433_RS06790	LK433_06790
LK433_RS06795	LK433_06795
LK433_RS06800	LK433_06800
LK433_RS06805	LK433_06805
LK433_RS06810	LK433_06810
LK433_RS06815	LK433_06815
LK433_RS06820	LK433_06820
LK433_RS06825	LK433_06825
LK433_RS06830	LK433_06830
LK433_RS06835	LK433_06835
LK433_RS06840	LK433_06840
LK433_RS06845	LK433_06845
LK433_RS06850	LK433_06850
LK433_RS06855	LK433_06855
LK433_RS06860	LK433_06860
LK433_RS06865	LK433_06865
LK433_RS06870	LK433_06870
LK433_RS06875	LK433_06875
LK433_RS06880	LK433_06880
LK433_RS06885	LK433_06885
LK433_RS06890	LK433_06890
LK433_RS06895	LK433_06895
LK433_RS06900	LK433_06900
LK433_RS06905	LK433_06905
LK433_RS06910	LK433_06910
LK433_RS06915	LK433_06915
LK433_RS06920	LK433_06920
LK433_RS06925	LK433_06925
LK433_RS06930	LK433_06930
LK433_RS06935	LK433_06935
LK433_RS06940	LK433_06940
LK433_RS06945	LK433_06945
LK433_RS06950	LK433_06950
LK433_RS06955	LK433_06955
LK433_RS06960	LK433_06960
LK433_RS06965	LK433_06965
LK433_RS06970	LK433_06970
LK433_RS06975	LK433_06975
LK433_RS06980	LK433_06980
LK433_RS06985	LK433_06985
LK433_RS06990	LK433_06990
LK433_RS06995	LK433_06995
LK433_RS07000	LK433_07000
LK433_RS07005	LK433_07005
LK433_RS07010	LK433_07010
LK433_RS07015	LK433_07015
LK433_RS07020	LK433_07020
LK433_RS07025	LK433_07025
LK433_RS07030	LK433_07030
LK433_RS07035	LK433_07035
LK433_RS07040	LK433_07040
LK433_RS07045	LK433_07045
LK433_RS07050	LK433_07050
LK433_RS07055	LK433_07055
LK433_RS07060	LK433_07060
LK433_RS07065	LK433_07065
LK433_RS07070	LK433_07070
LK433_RS07075	LK433_07075
LK433_RS07080	LK433_07080
LK433_RS07085	LK433_07085
LK433_RS07090	LK433_07090
LK433_RS07095	LK433_07095
LK433_RS07100	LK433_07100
LK433_RS07105	LK433_07105
LK433_RS07110	LK433_07110
LK433_RS07115	LK433_07115
LK433_RS07120	LK433_07120
LK433_RS07125	LK433_07125
LK433_RS07130	LK433_07130
LK433_RS07135	LK433_07135
LK433_RS07140	LK433_07140
LK433_RS07145	LK433_07145
LK433_RS07150	LK433_07150
LK433_RS07155	LK433_07155
LK433_RS07160	LK433_07160
LK433_RS07165	LK433_07165
LK433_RS07170	LK433_07170
LK433_RS07175	LK433_07175
LK433_RS07180	LK433_07180
LK433_RS07185	LK433_07185
LK433_RS07190	LK433_07190
LK433_RS07195	LK433_07195
LK433_RS07200	LK433_07200
LK433_RS07205	LK433_07205
LK433_RS07210	LK433_07210
LK433_RS07215	LK433_07215
LK433_RS07220	LK433_07220
LK433_RS07225	LK433_07225
LK433_RS07230	LK433_07230
LK433_RS07235	LK433_07235
LK433_RS07240	LK433_07240
LK433_RS07245	LK433_07245
LK433_RS07250	LK433_07250
LK433_RS07255	LK433_07255
LK433_RS07260	LK433_07260
LK433_RS07265	LK433_07265
LK433_RS07270	LK433_07270
LK433_RS07275	LK433_07275
LK433_RS07280	LK433_07280
LK433_RS07285	LK433_07285
LK433_RS07290	LK433_07290
LK433_RS07295	LK433_07295
LK433_RS07300	LK433_07300
LK433_RS07305	LK433_07305
LK433_RS07310	LK433_07310
LK433_RS07315	LK433_07315
LK433_RS07320	LK433_07320
LK433_RS07325	LK433_07325
LK433_RS07330	LK433_07330
LK433_RS07335	LK433_07335
LK433_RS07340	LK433_07340
LK433_RS07345	LK433_07345
LK433_RS07350	LK433_07350
LK433_RS07355	LK433_07355
LK433_RS07360	LK433_07360
LK433_RS07365	LK433_07365
LK433_RS07370	LK433_07370
LK433_RS07375	LK433_07375
LK433_RS07380	LK433_07380
LK433_RS07385	LK433_07385
LK433_RS07390	LK433_07390
LK433_RS07395	LK433_07395
LK433_RS07400	LK433_07400
LK433_RS07405	LK433_07405
LK433_RS07410	LK433_07410
LK433_RS07415	LK433_07415
LK433_RS07420	LK433_07420
LK433_RS07425	LK433_07425
LK433_RS07430	LK433_07430
LK433_RS07435	LK433_07435
LK433_RS07440	LK433_07440
LK433_RS07445	LK433_07445
LK433_RS07450	LK433_07450
LK433_RS07455	LK433_07455
LK433_RS07460	LK433_07460
LK433_RS07465	LK433_07465
LK433_RS07470	LK433_07470
LK433_RS07475	LK433_07475
LK433_RS07480	LK433_07480
LK433_RS07485	LK433_07485
LK433_RS07490	LK433_07490
LK433_RS07495	LK433_07495
LK433_RS07500	LK433_07500
LK433_RS07505	LK433_07505
LK433_RS07510	LK433_07510
LK433_RS07515	LK433_07515
LK433_RS07520	LK433_07520
LK433_RS07525	LK433_07525
LK433_RS07530	LK433_07530
LK433_RS07535	LK433_07535
LK433_RS07540	LK433_07540
LK433_RS07545	LK433_07545
LK433_RS07550	LK433_07550
LK433_RS07555	LK433_07555
LK433_RS07560	LK433_07560
LK433_RS07565	LK433_07565
LK433_RS07570	LK433_07570
LK433_RS07575	LK433_07575
LK433_RS07580	LK433_07580
LK433_RS07585	LK433_07585
LK433_RS07590	LK433_07590
LK433_RS07595	LK433_07595
LK433_RS07600	LK433_07600
LK433_RS07605	LK433_07605
LK433_RS07610	LK433_07610
LK433_RS07615	LK433_07615
LK433_RS07620	LK433_07620
LK433_RS07625	LK433_07625
LK433_RS07630	LK433_07630
LK433_RS07635	LK433_07635
LK433_RS07640	LK433_07640
LK433_RS07645	LK433_07645
LK433_RS07650	LK433_07650
LK433_RS07655	LK433_07655
LK433_RS07660	LK433_07660
LK433_RS07665	LK433_07665
LK433_RS07670	LK433_07670
LK433_RS07675	LK433_07675
LK433_RS07680	LK433_07680
LK433_RS07685	LK433_07685
LK433_RS07690	LK433_07690
LK433_RS07695	LK433_07695
LK433_RS07700	LK433_07700
LK433_RS07705	LK433_07705
LK433_RS07710	LK433_07710
LK433_RS07715	LK433_07715
LK433_RS07720	LK433_07720
LK433_RS07725	LK433_07725
LK433_RS07730	LK433_07730
LK433_RS07735	LK433_07735
LK433_RS07740	LK433_07740
LK433_RS07745	LK433_07745
LK433_RS07750	LK433_07750
LK433_RS07755	LK433_07755
LK433_RS07760	LK433_07760
LK433_RS07765	LK433_07765
LK433_RS07770	LK433_07770
LK433_RS07775	LK433_07775
LK433_RS07780	LK433_07780
LK433_RS07785	LK433_07785
LK433_RS07790	LK433_07790
LK433_RS07795	LK433_07795
LK433_RS07800	LK433_07800
LK433_RS07805	LK433_07805
LK433_RS07810	LK433_07810
LK433_RS07815	LK433_07815
LK433_RS07820	LK433_07820
LK433_RS07825	LK433_07825
LK433_RS07830	LK433_07830
LK433_RS07835	LK433_07835
LK433_RS07840	LK433_07840
LK433_RS07845	LK433_07845
LK433_RS07850	LK433_07850
LK433_RS07855	LK433_07855
LK433_RS07860	LK433_07860
LK433_RS07865	LK433_07865
LK433_RS07870	LK433_07870
LK433_RS07875	LK433_07875
LK433_RS07880	LK433_07880
LK433_RS07885	LK433_07885
LK433_RS07890	LK433_07890
LK433_RS07895	LK433_07895
LK433_RS07900	LK433_07900
LK433_RS07905	LK433_07905
LK433_RS07910	LK433_07910
LK433_RS07915	LK433_07915
LK433_RS07920	LK433_07920
LK433_RS07925	LK433_07925
LK433_RS07930	LK433_07930
LK433_RS07935	LK433_07935
LK433_RS07940	LK433_07940
LK433_RS07945	LK433_07945
LK433_RS07950	LK433_07950
LK433_RS07955	LK433_07955
LK433_RS07960	LK433_07960
LK433_RS07965	LK433_07965
LK433_RS07970	LK433_07970
LK433_RS07975	LK433_07975
LK433_RS07980	LK433_07980
LK433_RS07985	LK433_07985
LK433_RS07990	LK433_07990
LK433_RS07995	LK433_07995
LK433_RS08000	LK433_08000
LK433_RS08005	LK433_08005
LK433_RS08010	LK433_08010
LK433_RS08015	LK433_08015
LK433_RS08020	LK433_08020
LK433_RS08025	LK433_08025
LK433_RS08030	LK433_08030
LK433_RS08035	LK433_08035
LK433_RS08040	LK433_08040
LK433_RS08045	LK433_08045
LK433_RS08050	LK433_08050
LK433_RS08055	LK433_08055
LK433_RS08060	LK433_08060
LK433_RS08065	LK433_08065
LK433_RS08070	LK433_08070
LK433_RS08075	LK433_08075
LK433_RS08080	LK433_08080
LK433_RS08085	LK433_08085
LK433_RS08090	LK433_08090
LK433_RS08095	LK433_08095
LK433_RS08100	LK433_08100
LK433_RS08105	LK433_08105
LK433_RS08110	LK433_08110
LK433_RS08115	LK433_08115
LK433_RS08120	LK433_08120
LK433_RS08125	LK433_08125
LK433_RS08130	LK433_08130
LK433_RS08135	LK433_08135
LK433_RS08140	LK433_08140
LK433_RS08145	LK433_08145
LK433_RS08150	LK433_08150
LK433_RS08155	LK433_08155
LK433_RS08160	LK433_08160
LK433_RS08165	LK433_08165
LK433_RS08170	LK433_08170
LK433_RS08175	LK433_08175
LK433_RS08180	LK433_08180
LK433_RS08185	LK433_08185
LK433_RS08190	LK433_08190
LK433_RS08195	LK433_08195
LK433_RS08200	LK433_08200
LK433_RS08205	LK433_08205
LK433_RS08210	LK433_08210
LK433_RS08215	LK433_08215
LK433_RS08220	LK433_08220
LK433_RS08225	LK433_08225
LK433_RS08230	LK433_08230
LK433_RS08235	LK433_08235
LK433_RS08240	LK433_08240
LK433_RS08245	LK433_08245
LK433_RS08250	LK433_08250
LK433_RS08255	LK433_08255
LK433_RS08260	LK433_08260
LK433_RS08265	LK433_08265
LK433_RS08270	LK433_08270
LK433_RS08275	LK433_08275
LK433_RS08280	LK433_08280
LK433_RS08285	LK433_08285
LK433_RS08290	LK433_08290
LK433_RS08295	LK433_08295
LK433_RS08300	LK433_08300
LK433_RS08305	LK433_08305
LK433_RS08310	LK433_08310
LK433_RS08315	LK433_08315
LK433_RS08320	LK433_08320
LK433_RS08325	LK433_08325
LK433_RS08330	LK433_08330
LK433_RS08335	LK433_08335
LK433_RS08340	LK433_08340
LK433_RS08345	LK433_08345
LK433_RS08350	LK433_08350
LK433_RS08355	LK433_08355
LK433_RS08360	LK433_08360
LK433_RS08365	LK433_08365
LK433_RS08370	LK433_08370
LK433_RS08375	LK433_08375
LK433_RS08380	LK433_08380
LK433_RS08385	LK433_08385
LK433_RS08390	LK433_08390
LK433_RS08395	LK433_08395
LK433_RS08400	LK433_08400
LK433_RS08405	LK433_08405
LK433_RS08410	LK433_08410
LK433_RS08415	LK433_08415
LK433_RS08420	LK433_08420
LK433_RS08425	LK433_08425
LK433_RS08430	LK433_08430
LK433_RS08435	LK433_08435
LK433_RS08440	LK433_08440
LK433_RS08445	LK433_08445
LK433_RS08450	LK433_08450
LK433_RS08455	LK433_08455
LK433_RS08460	LK433_08460
LK433_RS08465	LK433_08465
LK433_RS08470	LK433_08470
LK433_RS08475	LK433_08475
LK433_RS08480	LK433_08480
LK433_RS08485	LK433_08485
LK433_RS08490	LK433_08490
LK433_RS08495	LK433_08495
LK433_RS08500	LK433_08500
LK433_RS08505	LK433_08505
LK433_RS08510	LK433_08510
LK433_RS08515	LK433_08515
LK433_RS08520	LK433_08520
LK433_RS08525	LK433_08525
LK433_RS08530	LK433_08530
LK433_RS08535	LK433_08535
LK433_RS08540	LK433_08540
LK433_RS08545	LK433_08545
LK433_RS08550	LK433_08550
LK433_RS08555	LK433_08555
LK433_RS08560	LK433_08560
LK433_RS08565	LK433_08565
LK433_RS08570	LK433_08570
LK433_RS08575	LK433_08575
LK433_RS08580	LK433_08580
LK433_RS08585	LK433_08585
LK433_RS08590	LK433_08590
LK433_RS08595	LK433_08595
LK433_RS08600	LK433_08600
LK433_RS08605	LK433_08605
LK433_RS08610	LK433_08610
LK433_RS08615	LK433_08615
LK433_RS08620	LK433_08620
LK433_RS08625	LK433_08625
LK433_RS08630	LK433_08630
LK433_RS08635	LK433_08635
LK433_RS08640	LK433_08640
LK433_RS08645	LK433_08645
LK433_RS08650	LK433_08650
LK433_RS08655	LK433_08655
LK433_RS08660	LK433_08660
LK433_RS08665	LK433_08665
LK433_RS08670	LK433_08670
LK433_RS08675	LK433_08675
LK433_RS08680	LK433_08680
LK433_RS08685	LK433_08685
LK433_RS08690	LK433_08690
LK433_RS08695	LK433_08695
LK433_RS08700	LK433_08700
LK433_RS08705	LK433_08705
LK433_RS08710	LK433_08710
LK433_RS08715	LK433_08715
LK433_RS08720	LK433_08720
LK433_RS08725	LK433_08725
LK433_RS08730	LK433_08730
LK433_RS08735	LK433_08735
LK433_RS08740	LK433_08740
