"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"LK433_RS12875",1.80210605013386,8.22378449957201,208.780907869295,9.94994326956794e-21,2.76309924595902e-17,"LK433_RS12875","LK433_RS12875"
"fabF",0.813046154983287,12.7386300160811,174.173404953135,5.44192599689254e-19,3.77805712334264e-16,"LK433_RS02380","LK433_RS02380"
"LK433_RS07140",2.37805051143954,7.04799832384521,177.303585924192,3.6994234726036e-19,3.77805712334264e-16,"LK433_RS07140","LK433_RS07140"
"LK433_RS10200",1.41371033926336,8.74154695467778,175.623758847047,4.5478397692849e-19,3.77805712334264e-16,"LK433_RS10200","LK433_RS10200"
"acpP",0.798322412690425,11.3184549948736,159.66512209082,3.49741177173852e-18,1.94246249802358e-15,"LK433_RS02385","LK433_RS02385"
"LK433_RS06285",-0.774746950506998,11.7377627836898,157.250549388919,4.82493008324491e-18,2.23313847352852e-15,"LK433_RS06285","LK433_RS06285"
"LK433_RS06290",-0.728546535506082,10.6276976150343,138.533924595476,6.66545716805596e-17,2.64428207938449e-14,"LK433_RS06290","LK433_RS06290"
"LK433_RS02945",1.18599693230617,9.58358925888069,127.858441566767,1.65579868841761e-15,5.74769119716963e-13,"LK433_RS02945","LK433_RS02945"
"LK433_RS12635",0.879704836235702,9.63341994440874,101.457309268949,2.82146674141589e-14,7.83521314091193e-12,"LK433_RS12635","LK433_RS12635"
"LK433_RS13030",-0.667243480301963,11.3683053003937,101.822564252651,2.64043513679856e-14,7.83521314091193e-12,"LK433_RS13030","LK433_RS13030"
"LK433_RS02510",1.81381156482111,7.47406044328881,108.328032650605,4.17155199195738e-14,9.65366656805471e-12,"LK433_RS02510","LK433_RS02510"
"LK433_RS07845",-0.557471416445492,12.0728116962799,99.4193466333454,4.0964587383856e-14,9.65366656805471e-12,"LK433_RS07845","LK433_RS07845"
"LK433_RS04545",0.846157152554946,10.8437130032185,99.1952102606462,7.10174378608612e-14,1.5170417303047e-11,"LK433_RS04545","LK433_RS04545"
"LK433_RS05410",0.730188948833247,9.77923997242994,88.4565672459565,3.32631673587098e-13,6.15812105034248e-11,"LK433_RS05410","LK433_RS05410"
"LK433_RS10760",1.04879173144388,7.74227089565839,88.5700682082408,3.25232929740167e-13,6.15812105034248e-11,"LK433_RS10760","LK433_RS10760"
"LK433_RS02520",1.26759228094655,7.5538802101755,88.0574951852303,3.60058912791443e-13,6.24927250513648e-11,"LK433_RS02520","LK433_RS02520"
"LK433_RS02525",1.43683617532374,6.92311196877608,84.2357654594579,7.7778987023449e-13,1.27054262920069e-10,"LK433_RS02525","LK433_RS02525"
"LK433_RS12210",-0.878066923181473,9.49305717885652,83.3088511819726,9.57299112634836e-13,1.47689979765941e-10,"LK433_RS12210","LK433_RS12210"
"LK433_RS06930",-0.824210497457737,8.65708340110944,77.4068181353265,3.25205208923163e-12,4.75313086936643e-10,"LK433_RS06930","LK433_RS06930"
"LK433_RS13035",-0.58718453299925,11.508205682276,76.9420136616123,3.59424443568442e-12,4.99060839894781e-10,"LK433_RS13035","LK433_RS13035"
"LK433_RS10000",0.659074558584733,10.2495910658256,75.3050345804423,5.127045400053e-12,6.77990717902247e-10,"LK433_RS10000","LK433_RS10000"
"LK433_RS01945",0.998198865529887,8.50169378528641,74.1571610139314,6.59481014172315e-12,8.11094727770621e-10,"LK433_RS01945","LK433_RS01945"
"LK433_RS02835",0.732851503043069,10.3369476688416,74.0733499782287,6.71774531462883e-12,8.11094727770621e-10,"LK433_RS02835","LK433_RS02835"
"LK433_RS06935",-0.771087737825272,9.41090103145766,73.8787596038684,7.01240926066002e-12,8.11394188202203e-10,"LK433_RS06935","LK433_RS06935"
"LK433_RS06350",0.925889253447025,8.50755971141321,73.6933284081675,7.30566554436481e-12,8.11513328668043e-10,"LK433_RS06350","LK433_RS06350"
"LK433_RS01380",-0.646244340105309,11.5782282062481,73.6676003017146,8.2750225122652e-12,8.83836058329249e-10,"LK433_RS01380","LK433_RS01380"
"LK433_RS11425",2.18486690778695,9.41398207782131,125.291233209305,2.01448418011301e-11,2.07193428450882e-09,"LK433_RS11425","LK433_RS11425"
"LK433_RS10770",1.14014019119269,11.2912632046444,104.70304501135,2.10384489190094e-11,2.08656330886033e-09,"LK433_RS10770","LK433_RS10770"
"LK433_RS02515",1.60193978153723,7.4895180204127,78.0472718519441,2.57155058458746e-11,2.3803986577998e-09,"LK433_RS02515","LK433_RS02515"
"LK433_RS13710",0.648752259448927,9.84768275817832,68.2425470053726,2.5033967633803e-11,2.3803986577998e-09,"LK433_RS13710","LK433_RS13710"
"LK433_RS07090",0.687680611484402,9.7088363315166,66.9978438913037,3.3420078886911e-11,2.9937922280307e-09,"LK433_RS07090","LK433_RS07090"
"LK433_RS06975",-0.715525769939697,9.45539942533635,63.5980590475577,7.47183167669954e-11,6.48414892693582e-09,"LK433_RS06975","LK433_RS06975"
"LK433_RS00760",1.14298248361382,6.90524141596465,62.3956966713793,9.98678805816044e-11,8.40403346591259e-09,"LK433_RS00760","LK433_RS00760"
"LK433_RS02595",0.489974122764791,11.0078938339175,61.5887448269905,1.21540531729316e-10,9.92700166506798e-09,"LK433_RS02595","LK433_RS02595"
"LK433_RS12220",-0.746682310399773,8.3865654519612,58.4091048435933,2.67127011950952e-10,2.11946203482227e-08,"LK433_RS12220","LK433_RS12220"
"LK433_RS01390",-0.649390943525322,9.57617891003961,57.9205906891907,3.02078126145902e-10,2.33019710085325e-08,"LK433_RS01390","LK433_RS01390"
"LK433_RS13820",-0.916719928624097,7.54394055601871,57.624117667122,3.25568253056356e-10,2.44352172631757e-08,"LK433_RS13820","LK433_RS13820"
"LK433_RS01950",0.907827026677378,7.5686732666777,56.619723062584,4.20214185145018e-10,3.07088103196767e-08,"LK433_RS01950","LK433_RS01950"
"LK433_RS00480",-0.508332627504768,11.4844604251825,56.3779271697782,4.46994485303427e-10,3.18282996330158e-08,"LK433_RS00480","LK433_RS00480"
"LK433_RS13520",0.589320926741501,9.9114303274229,55.661932101252,5.37157515060326e-10,3.72921604830632e-08,"LK433_RS13520","LK433_RS13520"
"LK433_RS13040",-0.468422219017908,12.3722407250755,55.0908935940793,6.22474051402795e-10,4.21612302620869e-08,"LK433_RS13040","LK433_RS13040"
"LK433_RS13025",-0.465083330484379,11.3264703206984,54.7729378139207,6.75948437045658e-10,4.46930668970427e-08,"LK433_RS13025","LK433_RS13025"
"LK433_RS07850",0.606254586668683,10.0183990573694,53.9541597945573,8.36699630799399e-10,5.40352296448821e-08,"LK433_RS07850","LK433_RS07850"
"LK433_RS00755",0.817562608473706,7.80642595286913,53.4663476243938,9.50842482119831e-10,6.00111266556084e-08,"LK433_RS00755","LK433_RS00755"
"LK433_RS00540",-0.476953049892906,11.9778768754935,53.1413951850924,1.03572938754138e-09,6.39160113156092e-08,"LK433_RS00540","LK433_RS00540"
"LK433_RS01385",-0.604466775091179,10.6153269575352,53.0993517181602,1.09138329855661e-09,6.44844982998235e-08,"LK433_RS01385","LK433_RS01385"
"LK433_RS11880",-1.38581665423863,5.80400583952785,52.9830476837213,1.07990205149781e-09,6.44844982998235e-08,"LK433_RS11880","LK433_RS11880"
"LK433_RS10090",0.764260465699423,8.06317783140507,51.9463324150519,1.42169776594909e-09,8.22511395008462e-08,"LK433_RS10090","LK433_RS10090"
"LK433_RS01500",0.666253714079077,8.91473566785323,50.4197786399948,2.14197766302073e-09,1.18965439404171e-07,"LK433_RS01500","LK433_RS01500"
"LK433_RS12865",1.57740545861583,6.40198866877962,51.2935661100096,2.1411334449865e-09,1.18965439404171e-07,"LK433_RS12865","LK433_RS12865"
"LK433_RS06940",-0.813180395521883,8.62773874148502,50.1004715166646,2.50779303349307e-09,1.36551789294318e-07,"LK433_RS06940","LK433_RS06940"
"LK433_RS08715",-0.570795091538272,9.66085442657014,49.0676820869384,3.09515891937833e-09,1.65293390752185e-07,"LK433_RS08715","LK433_RS08715"
"LK433_RS13645",-0.55033655469076,9.57188945577828,48.7889512866374,3.3411970886526e-09,1.75066119154496e-07,"LK433_RS13645","LK433_RS13645"
"LK433_RS03650",0.478255093737132,11.7811454161877,48.6232255958965,3.49700610822729e-09,1.79836777084207e-07,"LK433_RS03650","LK433_RS03650"
"LK433_RS09935",0.847076362743523,7.79935266321925,48.1566630644548,3.9773736351455e-09,2.0082121063271e-07,"LK433_RS09935","LK433_RS09935"
"LK433_RS10765",0.661529924219802,9.30314152960635,47.7188968827362,4.49035897501646e-09,2.22673694171799e-07,"LK433_RS10765","LK433_RS10765"
"LK433_RS06980",-0.65441806241689,9.18382154006198,47.6293234875545,4.60351253908059e-09,2.24279900368891e-07,"LK433_RS06980","LK433_RS06980"
"LK433_RS07060",-0.942925073946424,9.31678494667418,57.7899040707639,4.78936798845767e-09,2.29311636274947e-07,"LK433_RS07060","LK433_RS07060"
"LK433_RS00450",-0.497864515364565,10.9757857566251,46.9500083225466,5.56381470271249e-09,2.61876498803942e-07,"LK433_RS00450","LK433_RS00450"
"LK433_RS06525",-0.642285290090923,8.28162378640067,45.6515949316522,8.02073818064789e-09,3.7122649879432e-07,"LK433_RS06525","LK433_RS06525"
"LK433_RS05375",-0.697482189151993,8.83059535533722,45.4418955312691,8.51263792844976e-09,3.87534352906639e-07,"LK433_RS05375","LK433_RS05375"
"LK433_RS00445",-0.460216916772319,11.3971145498728,45.381391178049,8.66029806442714e-09,3.87897543950229e-07,"LK433_RS00445","LK433_RS00445"
"LK433_RS04020",1.03771501853805,6.78376334392903,45.3209826223949,8.81037278279892e-09,3.88355638378295e-07,"LK433_RS04020","LK433_RS04020"
"LK433_RS13810",-0.776656716428406,8.30093882673389,45.0412608480087,9.54123279990221e-09,4.14000054458257e-07,"LK433_RS13810","LK433_RS13810"
"LK433_RS02475",-0.677335215562103,8.24174394463335,43.1999429835575,1.62156295081628e-08,6.92781586833357e-07,"LK433_RS02475","LK433_RS02475"
"LK433_RS05415",0.889146688541442,7.40259011476318,43.1205383183029,1.65945601154973e-08,6.98228688496002e-07,"LK433_RS05415","LK433_RS05415"
"LK433_RS06690",0.451318332910771,11.3315089102992,41.8422568870767,2.41334293232755e-08,1.00027661538412e-06,"LK433_RS06690","LK433_RS06690"
"LK433_RS10980",0.497485349487686,9.93357319179067,41.2948596205396,2.83757331095762e-08,1.15881486537196e-06,"LK433_RS10980","LK433_RS10980"
"LK433_RS03485",-0.731127720470041,8.0741805392061,41.2376848821491,2.88613354088511e-08,1.16156418015043e-06,"LK433_RS03485","LK433_RS03485"
"LK433_RS00535",-0.391411396256374,12.1664998242848,41.0130436813015,3.08542065806187e-08,1.22403045249112e-06,"LK433_RS00535","LK433_RS00535"
"LK433_RS00470",-0.460048794431038,11.2548312153688,40.880071951426,3.21005160850977e-08,1.2555370868777e-06,"LK433_RS00470","LK433_RS00470"
"LK433_RS12260",-0.496171336256502,9.47391060338513,40.6424980679861,3.44587335173128e-08,1.32905420802191e-06,"LK433_RS12260","LK433_RS12260"
"LK433_RS03320",0.718412524976198,8.51037742130974,40.0958096765395,4.05924081620808e-08,1.54417969131642e-06,"LK433_RS03320","LK433_RS03320"
"LK433_RS08515",0.517903114705402,10.5746268090818,39.9590836471784,4.22964617970057e-08,1.58726046500385e-06,"LK433_RS08515","LK433_RS08515"
"LK433_RS04520",0.499372880722072,9.44344847368635,39.813478691332,4.41928668697671e-08,1.63631455063124e-06,"LK433_RS04520","LK433_RS04520"
"LK433_RS14480",-0.57356338893086,8.4662519169757,39.6233053064817,4.6803272556207e-08,1.71016694590246e-06,"LK433_RS14480","LK433_RS14480"
"LK433_RS05125",-0.47225485273395,9.70595001285518,39.2118290704451,5.30128675813319e-08,1.855655453185e-06,"LK433_RS05125","LK433_RS05125"
"LK433_RS06280",-0.455742162644003,10.0430872426571,39.2197460738793,5.28856676840059e-08,1.855655453185e-06,"LK433_RS06280","LK433_RS06280"
"LK433_RS06345",0.717141918271214,8.15291033594233,39.2073315130018,5.30852695044031e-08,1.855655453185e-06,"LK433_RS06345","LK433_RS06345"
"LK433_RS07165",0.788646672682589,7.8346688569473,39.1842874108812,5.34578452483974e-08,1.855655453185e-06,"LK433_RS07165","LK433_RS07165"
"LK433_RS10925",0.430401827711028,11.4914625127344,39.0065553962542,5.64240085900251e-08,1.93443792412963e-06,"LK433_RS10925","LK433_RS10925"
"LK433_RS00670",0.744541247396734,8.46299404308786,38.7399078224413,6.28765741193722e-08,2.12936885767679e-06,"LK433_RS00670","LK433_RS00670"
"LK433_RS10020",0.549973873303653,8.6349258906087,38.469957570338,6.64582443393867e-08,2.22354872928285e-06,"LK433_RS10020","LK433_RS10020"
"LK433_RS00435",-0.435662911313044,11.3210229949684,38.2330707379799,7.14601999955532e-08,2.36244018318632e-06,"LK433_RS00435","LK433_RS00435"
"LK433_RS08695",-0.629072485170201,9.30435577581363,37.7405227744886,8.89321612487148e-08,2.90546602103154e-06,"LK433_RS08695","LK433_RS08695"
"LK433_RS06595",0.507284222190693,9.88795310540828,37.4535466967063,9.08571701193544e-08,2.92532239507308e-06,"LK433_RS06595","LK433_RS06595"
"LK433_RS07840",-0.502888908359859,9.72684871660707,37.4220418290781,9.17473310410494e-08,2.92532239507308e-06,"LK433_RS07840","LK433_RS07840"
"LK433_RS12870",1.17112192434696,6.88524012055974,38.1449844651347,9.27001695233816e-08,2.92532239507308e-06,"LK433_RS12870","LK433_RS12870"
"LK433_RS00930",0.452502161094606,9.6023077165503,36.8931548510275,1.0811834962048e-07,3.37353547074239e-06,"LK433_RS00930","LK433_RS00930"
"LK433_RS00460",-0.411309271597099,10.5735905186885,36.5841618519381,1.19057193070607e-07,3.6524230122123e-06,"LK433_RS00460","LK433_RS00460"
"LK433_RS02145",0.525095867900775,10.2757052782021,36.6474557419818,1.19686890209334e-07,3.6524230122123e-06,"LK433_RS02145","LK433_RS02145"
"LK433_RS13255",0.595099885447238,8.31764940406332,36.4933214946042,1.22486641138232e-07,3.69723263522685e-06,"LK433_RS13255","LK433_RS13255"
"LK433_RS00495",-0.439052207524868,10.6798155358052,36.3913821297735,1.26457272495527e-07,3.77604135182881e-06,"LK433_RS00495","LK433_RS00495"
"LK433_RS08705",-0.814016375300106,8.21805282894758,37.029017540012,1.34200315404392e-07,3.91649665216903e-06,"LK433_RS08705","LK433_RS08705"
"LK433_RS10030",0.770446991384965,7.66914701319119,36.2293274515549,1.33046203512471e-07,3.91649665216903e-06,"LK433_RS10030","LK433_RS10030"
"LK433_RS11970",-0.585071399547063,8.10182462793619,36.1736316501328,1.35392034068501e-07,3.91649665216903e-06,"LK433_RS11970","LK433_RS11970"
"LK433_RS04160",-1.14296822474153,6.6028978667544,35.7322239378231,1.62998993621853e-07,4.66647634317409e-06,"LK433_RS04160","LK433_RS04160"
"LK433_RS09990",0.342625694936477,13.4625195880272,35.083519972473,1.91046215963799e-07,5.41362593603539e-06,"LK433_RS09990","LK433_RS09990"
"LK433_RS03450",0.592295157992106,8.62471879234299,34.4368550230842,2.34823655978487e-07,6.58692214800261e-06,"LK433_RS03450","LK433_RS03450"
"LK433_RS14210",-0.743066440062191,6.80763320655433,34.1918198311849,2.54021718699916e-07,7.05418312829667e-06,"LK433_RS14210","LK433_RS14210"
"LK433_RS03170",1.06776646449416,6.8384149921248,34.1044753772381,2.72483968817265e-07,7.49196021193608e-06,"LK433_RS03170","LK433_RS03170"
"LK433_RS05560",0.546689628681099,9.70533429346565,33.6524268079626,3.15466107135469e-07,8.58871940701175e-06,"LK433_RS05560","LK433_RS05560"
"LK433_RS00400",-0.496345613811667,9.78343704363515,33.3975500657298,3.28226940449419e-07,8.84938071483531e-06,"LK433_RS00400","LK433_RS00400"
"LK433_RS00750",1.04509448804923,6.33581161925773,33.248555276405,3.44484386964545e-07,9.11629975669493e-06,"LK433_RS00750","LK433_RS00750"
