"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"LK433_RS10200",1.40138628569624,8.74154695467778,187.766433238764,1.05627341327987e-19,1.55343962239328e-16,"LK433_RS10200","LK433_RS10200"
"LK433_RS12875",1.61230006271453,8.22378449957201,187.276321905109,1.11878978926415e-19,1.55343962239328e-16,"LK433_RS12875","LK433_RS12875"
"LK433_RS01380",-0.899938958323464,11.5782282062481,147.27717930358,2.42270625999814e-17,2.24261842800494e-14,"LK433_RS01380","LK433_RS01380"
"LK433_RS07140",1.88852870609316,7.04799832384521,123.68613611401,6.45261252300403e-16,4.47972624409555e-13,"LK433_RS07140","LK433_RS07140"
"LK433_RS01385",-0.812694894260354,10.6153269575352,99.5650330424808,4.34717657055965e-14,2.11458333385825e-11,"LK433_RS01385","LK433_RS01385"
"LK433_RS02520",1.28004429834917,7.5538802101755,98.8279567092782,4.56877925932643e-14,2.11458333385825e-11,"LK433_RS02520","LK433_RS02520"
"LK433_RS02510",1.60053558232331,7.47406044328881,92.7729792161189,5.65977583105295e-13,2.24531392611915e-10,"LK433_RS02510","LK433_RS02510"
"LK433_RS01390",-0.734475213847261,9.57617891003961,76.6998408565827,3.78710190964041e-12,1.31459775038393e-09,"LK433_RS01390","LK433_RS01390"
"LK433_RS12635",0.716561757833243,9.63341994440874,72.7087979802235,9.08995103535459e-12,2.80475489168663e-09,"LK433_RS12635","LK433_RS12635"
"LK433_RS05375",-0.839274562680441,8.83059535533722,67.8389722878142,2.74835872229089e-11,6.63505156424665e-09,"LK433_RS05375","LK433_RS05375"
"LK433_RS07390",-0.806293381896865,8.58287261214358,67.6564926446443,2.86714507637594e-11,6.63505156424665e-09,"LK433_RS07390","LK433_RS07390"
"LK433_RS12870",1.54450070983496,6.88524012055974,70.5046702405989,2.48899009127866e-11,6.63505156424665e-09,"LK433_RS12870","LK433_RS12870"
"LK433_RS07845",-0.44002671921843,12.0728116962799,64.8658988255339,5.52020532862866e-11,1.17920078443091e-08,"LK433_RS07845","LK433_RS07845"
"LK433_RS11425",1.94707573127815,9.41398207782131,110.020451674932,8.08803314112994e-11,1.60431914520842e-08,"LK433_RS11425","LK433_RS11425"
"LK433_RS02515",1.43163857258183,7.4895180204127,69.3366603413894,1.34293676930732e-10,2.48622360557761e-08,"LK433_RS02515","LK433_RS02515"
"LK433_RS02525",1.14288841180884,6.92311196877608,58.2693381177238,2.76676627856104e-10,4.80206872222751e-08,"LK433_RS02525","LK433_RS02525"
"LK433_RS00650",-0.693794806798469,9.21435640738933,56.6676883057104,4.15102288820874e-10,6.78081797679745e-08,"LK433_RS00650","LK433_RS00650"
"LK433_RS01500",0.681581513684084,8.91473566785323,55.8981698070673,5.05492462206698e-10,7.01876283774e-08,"LK433_RS01500","LK433_RS01500"
"LK433_RS07405",1.55608776814655,11.2958120860343,93.6155778330041,4.95221072519789e-10,7.01876283774e-08,"LK433_RS07405","LK433_RS07405"
"LK433_RS07840",-0.602505358160733,9.72684871660707,55.930612799984,5.01297289815912e-10,7.01876283774e-08,"LK433_RS07840","LK433_RS07840"
"LK433_RS10085",0.630494390019903,9.09153900428264,53.4338945099976,9.58986416728272e-10,1.26814537107353e-07,"LK433_RS10085","LK433_RS10085"
"LK433_RS02830",0.622040746554243,8.87531899377694,52.3160175473065,1.28850941153408e-09,1.6264502890137e-07,"LK433_RS02830","LK433_RS02830"
"LK433_RS12865",1.52045476989099,6.40198866877962,52.5586592907926,1.53961376405181e-09,1.85891627077038e-07,"LK433_RS12865","LK433_RS12865"
