"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"LK433_RS01380",-2.16613064172845,11.5782282062481,730.816628705619,6.4791224518801e-34,1.7992523048871e-30,"LK433_RS01380","LK433_RS01380"
"LK433_RS12875",3.33554734823892,8.22378449957201,647.094216374452,7.70048550151571e-33,1.06921241188546e-29,"LK433_RS12875","LK433_RS12875"
"LK433_RS10200",2.76646249359496,8.74154695467778,619.916978872811,2.37320796079428e-32,2.19679950237524e-29,"LK433_RS10200","LK433_RS10200"
"LK433_RS01385",-2.11987595880723,10.6153269575352,574.779068351279,2.39346896429778e-31,1.66166582846373e-28,"LK433_RS01385","LK433_RS01385"
"LK433_RS01390",-2.00381571393689,9.57617891003961,481.749268917125,1.62546979629889e-29,9.02785924864402e-27,"LK433_RS01390","LK433_RS01390"
"LK433_RS07845",-1.24888377526033,12.0728116962799,465.983220450925,3.80168383255801e-29,1.75954600050227e-26,"LK433_RS07845","LK433_RS07845"
"LK433_RS07140",3.36156340524295,7.04799832384521,329.109077078828,2.24490970561098e-25,8.90587750354526e-23,"LK433_RS07140","LK433_RS07140"
"LK433_RS02520",2.5200405289014,7.5538802101755,319.169682467356,4.73675642002132e-25,1.6442465722999e-22,"LK433_RS02520","LK433_RS02520"
"LK433_RS13040",-1.11414088625163,12.3722407250755,291.042438647311,4.3852255602155e-24,1.35308570896872e-21,"LK433_RS13040","LK433_RS13040"
"LK433_RS13035",-1.16450535887776,11.508205682276,281.83644716746,9.4500906762029e-24,2.62429018078154e-21,"LK433_RS13035","LK433_RS13035"
"LK433_RS12210",-1.6633312431622,9.49305717885652,272.530208058047,2.2113975171682e-23,5.58277355016009e-21,"LK433_RS12210","LK433_RS12210"
"LK433_RS12220",-1.65126949332453,8.3865654519612,260.581261367923,6.04512853480396e-23,1.39894349509588e-20,"LK433_RS12220","LK433_RS12220"
"LK433_RS13025",-1.04438103674203,11.3264703206984,258.629406353937,7.21297077571255e-23,1.44668837317095e-20,"LK433_RS13025","LK433_RS13025"
"LK433_RS13030",-1.09961159343393,11.3683053003937,258.507342347983,7.29335153921258e-23,1.44668837317095e-20,"LK433_RS13030","LK433_RS13030"
"LK433_RS09935",1.98391123364286,7.79935266321925,244.966086631145,2.56336860460288e-22,4.74564974332147e-20,"LK433_RS09935","LK433_RS09935"
"LK433_RS12635",1.38796096944496,9.63341994440874,242.369362697278,3.28319638551427e-22,5.69839772660821e-20,"LK433_RS12635","LK433_RS12635"
"LK433_RS01500",1.48825646545456,8.91473566785323,235.15090288195,6.60819990607255e-22,1.07946889053903e-19,"LK433_RS01500","LK433_RS01500"
"LK433_RS05370",-1.36210684053812,10.8580714226928,242.703399408958,9.91867402617478e-22,1.53023098726041e-19,"LK433_RS05370","LK433_RS05370"
"LK433_RS07390",-1.60166082404226,8.58287261214358,229.473111234814,1.15978424510797e-21,1.69511623613939e-19,"LK433_RS07390","LK433_RS07390"
"LK433_RS02525",2.45587215618282,6.92311196877608,225.715663732045,1.69330783279875e-21,2.35115792584106e-19,"LK433_RS02525","LK433_RS02525"
"LK433_RS05375",-1.58527722535783,8.83059535533722,208.886917648406,9.83681753664751e-21,1.30080201425096e-18,"LK433_RS05375","LK433_RS05375"
"LK433_RS02140",1.28099261763179,9.82754805823754,207.049341563673,1.20010243267903e-20,1.46779004000536e-18,"LK433_RS02140","LK433_RS02140"
"LK433_RS06055",1.03127582413703,10.3574859156969,206.930682456372,1.21567054087588e-20,1.46779004000536e-18,"LK433_RS06055","LK433_RS06055"
"LK433_RS12870",2.96974099515822,6.88524012055974,213.64200998141,2.67862871475847e-20,3.09939664203512e-18,"LK433_RS12870","LK433_RS12870"
"LK433_RS05415",1.96468241697081,7.40259011476318,193.533057884717,5.41596816765389e-20,6.01605744062994e-18,"LK433_RS05415","LK433_RS05415"
"LK433_RS02345",2.05858965083699,7.66436765831377,193.13418447205,5.66923981260749e-20,6.055184215235e-18,"LK433_RS02345","LK433_RS02345"
"LK433_RS07840",-1.18237834926386,9.72684871660707,192.595073752808,6.03118560416159e-20,6.2031860825025e-18,"LK433_RS07840","LK433_RS07840"
"LK433_RS02145",1.23286310572202,10.2757052782021,189.752377398954,9.81755704826467e-20,9.73691282965392e-18,"LK433_RS02145","LK433_RS02145"
"LK433_RS03570",-1.01514210904859,10.2535521215808,186.300582501204,1.25491637746062e-19,1.20169061386487e-17,"LK433_RS03570","LK433_RS03570"
"LK433_RS03650",0.953019046666053,11.7811454161877,183.794336921617,1.68899109935501e-19,1.56344276096962e-17,"LK433_RS03650","LK433_RS03650"
"LK433_RS13710",1.08157501779041,9.84768275817832,182.298587747987,2.01961504761634e-19,1.80918418942921e-17,"LK433_RS13710","LK433_RS13710"
"LK433_RS00650",-1.29165570584286,9.21435640738933,172.408625555157,6.78055450424331e-19,5.88424995571365e-17,"LK433_RS00650","LK433_RS00650"
