"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"LK433_RS07060",1.37676307461226,9.31678494667418,122.743640359414,2.9162477620603e-13,8.09842003524145e-10,"LK433_RS07060","LK433_RS07060"
"LK433_RS02345",1.23336718931701,7.66436765831377,78.9846499586373,2.32164321126528e-12,3.22360159884184e-09,"LK433_RS02345","LK433_RS02345"
"LK433_RS12875",1.0216473349304,8.22378449957201,68.4181397899238,2.40398137086845e-11,2.22528542230056e-08,"LK433_RS12875","LK433_RS12875"
"LK433_RS08645",0.668361043455588,10.0342522705169,55.8193840336755,5.68846980769258e-10,3.94922016399058e-07,"LK433_RS08645","LK433_RS08645"
"LK433_RS06525",0.674868020691658,8.28162378640067,51.0552013775858,1.80469384409699e-09,1.00232696101147e-06,"LK433_RS06525","LK433_RS06525"
"LK433_RS07665",1.02353991048456,7.28782260093284,49.7534978821891,2.56644277586966e-09,1.01814451265572e-06,"LK433_RS07665","LK433_RS07665"
"LK433_RS10200",0.743328671262739,8.74154695467778,49.9385214185989,2.44048966426669e-09,1.01814451265572e-06,"LK433_RS10200","LK433_RS10200"
"LK433_RS02350",1.04105588134905,7.16920598608874,44.649996859641,1.06704397354154e-08,3.70397639315608e-06,"LK433_RS02350","LK433_RS02350"
"LK433_RS02355",1.13254985318776,7.08599621191676,43.8332473555068,1.43576189812855e-08,4.43012310122553e-06,"LK433_RS02355","LK433_RS02355"
"LK433_RS06530",0.609939290756245,8.59027018329596,40.4649605901214,3.63377369640746e-08,9.95700801477266e-06,"LK433_RS06530","LK433_RS06530"
"LK433_RS10765",0.598108483895194,9.30314152960635,40.1916208582356,3.94407951611449e-08,9.95700801477266e-06,"LK433_RS10765","LK433_RS10765"
"LK433_RS09780",0.495031771198732,9.26341936082106,34.1956943285006,2.53705827198179e-07,5.87117568441119e-05,"LK433_RS09780","LK433_RS09780"
"LK433_RS03310",0.634000592112299,8.136659104764,33.4191682544222,3.25935007625815e-07,6.96247320136068e-05,"LK433_RS03310","LK433_RS03310"
"LK433_RS03775",0.870417822161564,12.1677754167321,45.365898734575,3.83915375874622e-07,7.61523570574161e-05,"LK433_RS03775","LK433_RS03775"
"LK433_RS05580",0.609532713632067,7.95397401826089,29.2657556618983,1.29602445037228e-06,0.000239937326578921,"LK433_RS05580","LK433_RS05580"
"LK433_RS07405",0.975371848878985,11.2958120860343,36.9147366089301,2.16972353228595e-06,0.00037658264057238,"LK433_RS07405","LK433_RS07405"
"LK433_RS02525",0.820765755784016,6.92311196877608,27.1179181550897,2.7226041600298e-06,0.000444745397200162,"LK433_RS02525","LK433_RS02525"
"LK433_RS02520",0.678371396560873,7.5538802101755,25.6458303539237,4.58322916105699e-06,0.000669875125276593,"LK433_RS02520","LK433_RS02520"
"LK433_RS09775",0.392743218083642,9.84449348758453,25.7355332234479,4.43876742853092e-06,0.000669875125276593,"LK433_RS09775","LK433_RS09775"
"LK433_RS07065",1.08657152745014,10.1519513604255,31.1699071558704,7.71215821343895e-06,0.001070833167936,"LK433_RS07065","LK433_RS07065"
"LK433_RS06275",0.433380298190961,9.1582209326264,23.6097533001706,9.58196892670496e-06,0.00120950580497544,"LK433_RS06275","LK433_RS06275"
"LK433_RS07670",0.852489117581105,10.3135270682097,30.0609472058867,9.50939673991028e-06,0.00120950580497544,"LK433_RS07670","LK433_RS07670"
"LK433_RS00365",0.510730361636908,8.36371060259098,22.4069903463427,1.49596288461196e-05,0.00178189488903187,"LK433_RS00365","LK433_RS00365"
"LK433_RS12350",0.388095487461854,8.86258595095887,22.3293800521833,1.53998838087018e-05,0.00178189488903187,"LK433_RS12350","LK433_RS12350"
"LK433_RS01320",1.06672600627373,7.17910850944126,24.2861266890286,1.99210231250289e-05,0.00221282724872821,"LK433_RS01320","LK433_RS01320"
"LK433_RS12870",0.898763810573309,6.88524012055974,21.3851595266853,2.42838329639343e-05,0.00259370015926329,"LK433_RS12870","LK433_RS12870"
"LK433_RS07140",0.827001017726117,7.04799832384521,20.1310099566366,3.55016322599039e-05,0.00365140862169456,"LK433_RS07140","LK433_RS07140"
"LK433_RS10760",0.473151768449339,7.74227089565839,19.0282473948542,5.45375641409609e-05,0.00540895770069459,"LK433_RS10760","LK433_RS10760"
"LK433_RS10770",0.475344347234941,11.2912632046444,19.3685481856818,0.000120966989691349,0.0115836320818233,"LK433_RS10770","LK433_RS10770"
"LK433_RS11425",0.826114411847622,9.41398207782131,18.9042960948346,0.000189026814193971,0.0174975821005553,"LK433_RS11425","LK433_RS11425"
"LK433_RS03825",0.255362247051854,11.5826615266294,15.8575313217677,0.000195435198050591,0.0175072111285965,"LK433_RS03825","LK433_RS03825"
"LK433_RS00660",-0.45365019230049,7.71978260096469,15.5821692681593,0.000219030680877283,0.0190077562748818,"LK433_RS00660","LK433_RS00660"
"LK433_RS03700",0.496014180004074,7.52330197880831,15.1245421429123,0.000265023913537515,0.0218512116261324,"LK433_RS03700","LK433_RS03700"
"LK433_RS06695",0.299846209473742,9.30400948257732,15.1020048244514,0.000267533739750991,0.0218512116261324,"LK433_RS06695","LK433_RS06695"
"LK433_RS01950",0.442987872014737,7.5686732666777,14.0570178989872,0.000415864548579248,0.032995881468702,"LK433_RS01950","LK433_RS01950"
"LK433_RS01945",0.421920120060553,8.50169378528641,13.9398782304572,0.000437166933373949,0.0337225714994294,"LK433_RS01945","LK433_RS01945"
"LK433_RS12360",0.367625276929698,8.15725103352066,13.6403130068331,0.000496978419551222,0.0373002451646958,"LK433_RS12360","LK433_RS12360"
"LK433_RS06555",0.508881875213696,7.08117691185349,13.4957815041301,0.00052882801812401,0.038646194903431,"LK433_RS06555","LK433_RS06555"
"LK433_RS01315",1.25892164872023,6.61129128510311,13.7662664744741,0.000965680409197508,0.0687613973420892,"LK433_RS01315","LK433_RS01315"
"LK433_RS07390",-0.33605779270332,8.58287261214358,11.9953188179401,0.00101787905001198,0.0706662530470815,"LK433_RS07390","LK433_RS07390"
"LK433_RS14650",-0.676773860497999,5.99535288884182,11.6226105475595,0.00120118602178822,0.0813583800611192,"LK433_RS14650","LK433_RS14650"
"LK433_RS01500",0.312695543123048,8.91473566785323,11.4667157991873,0.00128779753013644,0.0831578923935058,"LK433_RS01500","LK433_RS01500"
"LK433_RS03315",0.673995252658798,8.58118067871503,12.83329998829,0.00132631771814232,0.0831578923935058,"LK433_RS03315","LK433_RS03315"
"LK433_RS03550",-0.323329530126119,8.45310875293534,11.1808879976322,0.00146397136852569,0.0831578923935058,"LK433_RS03550","LK433_RS03550"
"LK433_RS03800",-0.234068384588107,11.4512244276357,11.1432363909172,0.00148899030511852,0.0831578923935058,"LK433_RS03800","LK433_RS03800"
"LK433_RS04320",1.58033038046979,2.47340358313339,11.5081640930289,0.00126415148312109,0.0831578923935058,"LK433_RS04320","LK433_RS04320"
"LK433_RS05575",0.528905906678258,9.47455758173698,12.5557922836832,0.00140818937658059,0.0831578923935058,"LK433_RS05575","LK433_RS05575"
"LK433_RS06635",0.533177695048724,6.30159438619336,11.2372274106705,0.0014273520990818,0.0831578923935058,"LK433_RS06635","LK433_RS06635"
"LK433_RS13265",0.261594282966328,10.4335258440021,11.1419078299795,0.00148988123422617,0.0831578923935058,"LK433_RS13265","LK433_RS13265"
"LK433_RS13670",0.591077408069693,6.20056388454448,11.1309344426266,0.00149726129624605,0.0831578923935058,"LK433_RS13670","LK433_RS13670"
"LK433_RS13145",0.404055987181297,9.67069491101011,11.5841846152248,0.00168222602312378,0.0915988562002889,"LK433_RS13145","LK433_RS13145"
"LK433_RS06710",0.395907480150581,7.9189701689155,10.543848714978,0.00195351475743966,0.104325201565576,"LK433_RS06710","LK433_RS06710"
"LK433_RS11165",0.276326514279442,10.2838614830372,10.3670250723738,0.00213184883628101,0.111700834308535,"LK433_RS11165","LK433_RS11165"
"LK433_RS02825",0.19041117601634,10.7452745584149,10.1386252614849,0.00235171668312022,0.120939207944905,"LK433_RS02825","LK433_RS02825"
"LK433_RS02145",0.268629552685592,10.2757052782021,10.0662901403793,0.00243954004284011,0.123174594526673,"LK433_RS02145","LK433_RS02145"
"LK433_RS05410",0.236349507563776,9.77923997242994,9.82020811282876,0.00272388808912531,0.135075664705375,"LK433_RS05410","LK433_RS05410"
"LK433_RS05375",-0.312294842126361,8.83059535533722,9.62169507869206,0.00298671406450956,0.145510613283212,"LK433_RS05375","LK433_RS05375"
"LK433_RS07155",-0.276041243643853,9.40147175156191,9.54976044375673,0.00308840053471706,0.147870487670849,"LK433_RS07155","LK433_RS07155"
"LK433_RS05415",0.408333975681123,7.40259011476318,9.41379316804408,0.00329064193614147,0.149897113867145,"LK433_RS05415","LK433_RS05415"
"LK433_RS07695",0.815236645933268,4.83446147331496,9.41247932305836,0.003292662566041,0.149897113867145,"LK433_RS07695","LK433_RS07695"
"LK433_RS09640",0.276234777374398,8.54534602665685,9.42103703090401,0.00327952454699492,0.149897113867145,"LK433_RS09640","LK433_RS09640"
"LK433_RS05570",0.395571473972542,7.27738988397389,9.30803956696897,0.00345752265590047,0.154863555087671,"LK433_RS05570","LK433_RS05570"
"LK433_RS13545",-0.597428783078853,5.57074513100339,9.26910939933486,0.00352116967932988,0.155210923801572,"LK433_RS13545","LK433_RS13545"
"LK433_RS09935",0.364559302456442,7.79935266321925,9.23255855266919,0.00358204577650711,0.155427205021254,"LK433_RS09935","LK433_RS09935"
"LK433_RS12315",0.188775943946786,11.4472804926631,9.19352200278478,0.00364828253707727,0.155865855468671,"LK433_RS12315","LK433_RS12315"
"LK433_RS00665",0.3118231320824,8.18495231519682,8.89443180266223,0.00420044578607063,0.176387365002748,"LK433_RS00665","LK433_RS00665"
"LK433_RS00865",-0.94241788358926,4.35328644489687,8.82960138026035,0.00433130865843188,0.176387365002748,"LK433_RS00865","LK433_RS00865"
"LK433_RS01850",-0.751941510645061,4.66070479150982,8.77435360866861,0.0044462065358993,0.176387365002748,"LK433_RS01850","LK433_RS01850"
"LK433_RS10905",0.274454637700162,8.47259247373713,8.78026239159638,0.00443376671321465,0.176387365002748,"LK433_RS10905","LK433_RS10905"
"LK433_RS11660",-0.821445780252254,4.33328497184579,8.84074680257576,0.0043085100229242,0.176387365002748,"LK433_RS11660","LK433_RS11660"
"LK433_RS01240",0.223146502657132,9.15180224369663,8.67382071480608,0.00466357145601587,0.179871360185501,"LK433_RS01240","LK433_RS01240"
"LK433_RS12635",0.249757306469641,9.63341994440874,8.67421123728339,0.00466270583043414,0.179871360185501,"LK433_RS12635","LK433_RS12635"
"LK433_RS09990",0.165757851704242,13.4625195880272,8.5700239237733,0.00489974091495709,0.186391513984052,"LK433_RS09990","LK433_RS09990"
"LK433_RS01050",0.580361133259711,5.69189966804383,8.48150464672508,0.00511107620132175,0.191803494744196,"LK433_RS01050","LK433_RS01050"
"LK433_RS10025",0.412269295364235,6.85414516150619,8.43232303629934,0.00523261503507587,0.193746292698742,"LK433_RS10025","LK433_RS10025"
"LK433_RS01085",-0.39039792053557,6.85312061529647,8.1722511241222,0.0059278361724944,0.213365943128237,"LK433_RS01085","LK433_RS01085"
"LK433_RS01310",0.62164312654442,10.774501935629,8.77739326619612,0.00651611755209594,0.213365943128237,"LK433_RS01310","LK433_RS01310"
"LK433_RS01465",-0.271531967362957,7.95431630200555,7.85345033277024,0.00691499275532638,0.213365943128237,"LK433_RS01465","LK433_RS01465"
"LK433_RS04790",-0.653253757505538,5.72918039486987,7.85532813220002,0.00690869635829366,0.213365943128237,"LK433_RS04790","LK433_RS04790"
"LK433_RS05205",-0.253501648789475,8.60850923236536,7.91975773318454,0.00669627588853454,0.213365943128237,"LK433_RS05205","LK433_RS05205"
"LK433_RS05370",-0.236211714548548,10.8580714226928,8.22585751382268,0.00586183274155827,0.213365943128237,"LK433_RS05370","LK433_RS05370"
"LK433_RS07210",-0.614219988191937,5.41146169435286,8.04783135522932,0.00629418408270655,0.213365943128237,"LK433_RS07210","LK433_RS07210"
"LK433_RS08780",-0.269817851619069,10.7820924028946,8.16612960331031,0.00664509090394304,0.213365943128237,"LK433_RS08780","LK433_RS08780"
"LK433_RS09165",1.1790309174521,3.46516651706732,7.92776635222516,0.00667035655429458,0.213365943128237,"LK433_RS09165","LK433_RS09165"
"LK433_RS09265",-1.02797525891556,4.23498179060245,8.14675720169866,0.00600103119497091,0.213365943128237,"LK433_RS09265","LK433_RS09265"
"LK433_RS09465",-1.01123894674432,3.39654261942002,7.93048053486711,0.00666159627618635,0.213365943128237,"LK433_RS09465","LK433_RS09465"
"LK433_RS10890",0.206756521273386,9.68203534668747,7.99375375982975,0.006460771470662,0.213365943128237,"LK433_RS10890","LK433_RS10890"
"LK433_RS12055",0.393967936198969,7.64620867178666,7.88472797029442,0.00681089993917356,0.213365943128237,"LK433_RS12055","LK433_RS12055"
"LK433_RS12645",-0.324200132802293,7.59792162455656,8.00276404648451,0.0064326960267968,0.213365943128237,"LK433_RS12645","LK433_RS12645"
"LK433_RS13270",0.245120307244483,9.43113799148588,7.91852087460341,0.00670028833857992,0.213365943128237,"LK433_RS13270","LK433_RS13270"
"LK433_RS03240",-0.26426197132472,8.50998400697677,7.76539642914493,0.00721713681761805,0.220241636731047,"LK433_RS03240","LK433_RS03240"
"LK433_RS11535",-0.35792923954217,7.22830152627804,7.68885940695232,0.00749106331920054,0.223912797331836,"LK433_RS11535","LK433_RS11535"
"LK433_RS13040",-0.172269172490065,12.3722407250755,7.68676811035152,0.00749870009069528,0.223912797331836,"LK433_RS13040","LK433_RS13040"
"LK433_RS10050",0.253206198731037,8.9562555039981,7.49562885861491,0.00823254505227758,0.238523757180862,"LK433_RS10050","LK433_RS10050"
"LK433_RS12355",0.289152342508026,8.39499412026822,7.50747687621284,0.0081849249677308,0.238523757180862,"LK433_RS12355","LK433_RS12355"
"LK433_RS13360",1.5926664874148,2.216457944105,7.49237112227372,0.00824568984132616,0.238523757180862,"LK433_RS13360","LK433_RS13360"
"LK433_RS05175",0.16860832353149,11.0112326793468,7.37905985846019,0.00871695064951079,0.249556411893726,"LK433_RS05175","LK433_RS05175"
"LK433_RS02720",-0.320236604285925,7.23758635882216,7.25077636039402,0.00928498218912482,0.260448439789895,"LK433_RS02720","LK433_RS02720"
"LK433_RS04595",0.836629041953505,4.13734257434323,7.26423497753028,0.00922359484576004,0.260448439789895,"LK433_RS04595","LK433_RS04595"
"LK433_RS00910",-0.52805598589963,5.59299354047687,7.1243524000724,0.0098831343471493,0.263898693096477,"LK433_RS00910","LK433_RS00910"
"LK433_RS03765",0.240635317761445,8.94413265418,7.18742789101298,0.00957977531880034,0.263898693096477,"LK433_RS03765","LK433_RS03765"
"LK433_RS10205",0.645677967861777,5.57512231159922,7.13831945020942,0.00981509664647344,0.263898693096477,"LK433_RS10205","LK433_RS10205"
"LK433_RS13710",0.203665314179347,9.84768275817832,7.15563138641925,0.00973145089976571,0.263898693096477,"LK433_RS13710","LK433_RS13710"
"LK433_RS14470",0.275750675452125,8.11863132069327,7.15572884625487,0.00973098214170695,0.263898693096477,"LK433_RS14470","LK433_RS14470"
"LK433_RS06685",-0.305587074237405,8.01219341226992,7.07283028329127,0.0101384540432099,0.266161320560717,"LK433_RS06685","LK433_RS06685"
"LK433_RS09970",-0.279393229578718,8.22557965359681,7.06863257877359,0.0101595606695845,0.266161320560717,"LK433_RS09970","LK433_RS09970"
"LK433_RS02515",0.476146490444488,7.4895180204127,7.17274999012612,0.0103575221514128,0.268811579574518,"LK433_RS02515","LK433_RS02515"
"LK433_RS05640",0.307380507972672,7.70868476025482,6.904562329469,0.011022004573784,0.283408395383318,"LK433_RS05640","LK433_RS05640"
"LK433_RS08115",-0.928114526528225,3.86497483158297,6.87086627055488,0.0112085225018953,0.285533671053684,"LK433_RS08115","LK433_RS08115"
"LK433_RS13260",0.222851397726338,9.43239783381823,6.85272841227659,0.0113103002577981,0.285533671053684,"LK433_RS13260","LK433_RS13260"
"LK433_RS00310",0.172583011536348,9.92987184193026,6.78511285939484,0.0116984127411682,0.290057965912714,"LK433_RS00310","LK433_RS00310"
"LK433_RS10125",0.228723774502728,9.04249234009545,6.79601647346559,0.011634885402219,0.290057965912714,"LK433_RS10125","LK433_RS10125"
"LK433_RS00215",-0.409239344868188,7.19070440601453,6.74839450332702,0.0119212172312255,0.290396668869414,"LK433_RS00215","LK433_RS00215"
"LK433_RS02685",0.549660117212915,5.37992217920308,6.76486477669719,0.0118173589075035,0.290396668869414,"LK433_RS02685","LK433_RS02685"
"LK433_RS02270",-0.247878382417666,8.17679414237568,6.7092084379455,0.0121509496479564,0.293419018890216,"LK433_RS02270","LK433_RS02270"
"LK433_RS06800",0.798299208827703,4.1598480059034,6.59569799843359,0.0128625885866988,0.307925935390195,"LK433_RS06800","LK433_RS06800"
"LK433_RS02420",-0.782127983754744,4.71555750059875,6.56435095697523,0.013066797446488,0.310140995802541,"LK433_RS02420","LK433_RS02420"
"LK433_RS13930",-0.337588224945434,7.47606496769172,6.46005800777671,0.0137712972870114,0.324092309881617,"LK433_RS13930","LK433_RS13930"
"LK433_RS12865",0.560386940151194,6.40198866877962,6.43314044627697,0.0140963323680109,0.328953907445094,"LK433_RS12865","LK433_RS12865"
"LK433_RS02810",0.235352172111361,9.51886390762959,6.32003711388804,0.0147879513658793,0.342217841192056,"LK433_RS02810","LK433_RS02810"
"acpP",-0.153987135266828,11.3184549948736,6.27475673034307,0.0151242074812569,0.347106811367359,"LK433_RS02385","LK433_RS02385"
"LK433_RS12805",-0.416179165302865,6.38428480871897,6.24725462954888,0.0153367266113612,0.349099096719262,"LK433_RS12805","LK433_RS12805"
"LK433_RS00315",0.173203789776068,10.5059596300655,6.20705528398081,0.0156530820801093,0.35118291161685,"LK433_RS00315","LK433_RS00315"
"LK433_RS01190",-0.277339055979593,7.69011089924844,6.20352465541013,0.0156811959094308,0.35118291161685,"LK433_RS01190","LK433_RS01190"
"LK433_RS06735",0.654220171964201,4.45579869522447,6.12601869449649,0.0163120619863778,0.362388769089368,"LK433_RS06735","LK433_RS06735"
"LK433_RS03650",0.164935533315233,11.7811454161877,6.05831647743726,0.0168851968901805,0.367011835742147,"LK433_RS03650","LK433_RS03650"
"LK433_RS13875",-0.28883757039818,7.79750590084286,6.0546729132011,0.0169166420507723,0.367011835742147,"LK433_RS13875","LK433_RS13875"
"LK433_RS14065",0.75419269695639,4.11083121456918,6.06639230839158,0.0168157209539379,0.367011835742147,"LK433_RS14065","LK433_RS14065"
"LK433_RS06315",0.187460943902418,9.07341238239979,6.01781491260711,0.0172382599127949,0.368235752137164,"LK433_RS06315","LK433_RS06315"
"LK433_RS09905",0.194951625798183,9.10992900419219,6.02607545826793,0.0171656188218538,0.368235752137164,"LK433_RS09905","LK433_RS09905"
"LK433_RS03540",-0.3369198491792,7.38325747336174,5.97426463695694,0.0176266695844574,0.370574228498518,"LK433_RS03540","LK433_RS03540"
"LK433_RS04490",0.611342030499895,4.76717291599067,5.94624169109725,0.0178815076048979,0.370574228498518,"LK433_RS04490","LK433_RS04490"
"LK433_RS11545",-0.716072618813728,4.5319356497442,5.95652164513307,0.0177875707125831,0.370574228498518,"LK433_RS11545","LK433_RS11545"
"LK433_RS12950",0.382047927292542,6.97200934219226,5.98791155824895,0.0175039663001479,0.370574228498518,"LK433_RS12950","LK433_RS12950"
"LK433_RS00570",-0.165233126444071,11.0425894129725,5.87406174609315,0.0185561184983465,0.370930623720588,"LK433_RS00570","LK433_RS00570"
"LK433_RS02700",0.548260158097916,5.72552316591628,5.90097759747595,0.0183014445448068,0.370930623720588,"LK433_RS02700","LK433_RS02700"
"LK433_RS06430",-0.215719997288621,8.76022021603025,5.82190895329064,0.0190603730833458,0.370930623720588,"LK433_RS06430","LK433_RS06430"
"LK433_RS08950",-0.177637939589563,10.9455285819194,5.84200397786445,0.0188643729415087,0.370930623720588,"LK433_RS08950","LK433_RS08950"
"LK433_RS09495",0.412421440280873,6.4440165398392,5.8710905169323,0.0185844620206707,0.370930623720588,"LK433_RS09495","LK433_RS09495"
"LK433_RS11700",-0.294399308800811,7.2032186786465,5.84363124329632,0.0188485952791503,0.370930623720588,"LK433_RS11700","LK433_RS11700"
"LK433_RS12310",-0.483887345944194,5.60136454208972,5.81778574699628,0.0191008567490256,0.370930623720588,"LK433_RS12310","LK433_RS12310"
"LK433_RS13935",-0.418219569002282,6.15304698839687,5.855149451549,0.0187373175082507,0.370930623720588,"LK433_RS13935","LK433_RS13935"
"LK433_RS14760",-0.293479957085125,7.50839486924045,5.84427758078083,0.0188423324078996,0.370930623720588,"LK433_RS14760","LK433_RS14760"
"LK433_RS08980",-0.425370574140762,6.15806227726434,5.73263785412221,0.0199576699042287,0.384878120305854,"LK433_RS08980","LK433_RS08980"
"LK433_RS14900",0.664167198591054,4.41334833712018,5.70782054340988,0.0202150310057849,0.387152697262515,"LK433_RS14900","LK433_RS14900"
"LK433_RS12330",-0.375410484159783,6.44651507214195,5.68325497496445,0.020473265428009,0.389412726668364,"LK433_RS12330","LK433_RS12330"
"LK433_RS00620",0.300062613749919,7.01319353344297,5.58802025005965,0.021508095686485,0.400858937727307,"LK433_RS00620","LK433_RS00620"
"LK433_RS03175",0.265004433114448,7.44957363323747,5.60355954951058,0.0213355079959605,0.400858937727307,"LK433_RS03175","LK433_RS03175"
"LK433_RS11160",0.324479187958676,7.44691582256327,5.59505026642469,0.0214298329660113,0.400858937727307,"LK433_RS11160","LK433_RS11160"
"LK433_RS11845",0.603528379095885,4.85913655867379,5.5068169369382,0.0224345264358981,0.415337866083261,"LK433_RS11845","LK433_RS11845"
"LK433_RS10035",0.276129775452067,7.8825502486662,5.4851962159981,0.0226883036353575,0.417254431757534,"LK433_RS10035","LK433_RS10035"
"LK433_RS13475",-0.347959055208239,6.64209634597066,5.47044426238764,0.0228632142804764,0.417704908268967,"LK433_RS13475","LK433_RS13475"
"LK433_RS01760",0.56492003352337,5.09168919035986,5.45016031928782,0.0231060698763401,0.417832561128391,"LK433_RS01760","LK433_RS01760"
"LK433_RS02215",-1.11634109560565,2.77388589867597,5.44476536212777,0.0231711251039871,0.417832561128391,"LK433_RS02215","LK433_RS02215"
"LK433_RS02695",0.641652754326186,4.54770269270016,5.39563381798387,0.0237726574695693,0.425913998664477,"LK433_RS02695","LK433_RS02695"
"LK433_RS12495",-0.54633207751984,5.07382410890043,5.37898809393084,0.0239802198012698,0.426878656334142,"LK433_RS12495","LK433_RS12495"
"LK433_RS04630",1.39998161255978,1.96590928017912,5.31976005443868,0.0247345984076261,0.437503055910685,"LK433_RS04630","LK433_RS04630"
"LK433_RS10985",-0.299711675528813,8.00012018933455,5.3044049402782,0.0249638016890362,0.438762514496542,"LK433_RS10985","LK433_RS10985"
"LK433_RS13010",-0.23296506180233,8.1714448324241,5.26103117298267,0.0255077091808397,0.445502568523219,"LK433_RS13010","LK433_RS13010"
"LK433_RS00750",0.4125873698547,6.33581161925773,5.19328779150017,0.0264317031770723,0.456330808875875,"LK433_RS00750","LK433_RS00750"
"LK433_RS06335",0.252729455046556,7.41979848926504,5.18610962063326,0.0265316882145113,0.456330808875875,"LK433_RS06335","LK433_RS06335"
"LK433_RS13030",-0.147542736953703,11.3683053003937,5.17974594262483,0.0266206665602779,0.456330808875875,"LK433_RS13030","LK433_RS13030"
"LK433_RS02815",0.261117273361406,7.72464115081154,5.12586932839157,0.0273869027283308,0.466585453230519,"LK433_RS02815","LK433_RS02815"
"LK433_RS11895",-0.609317372433486,4.93341371102196,5.10556029479702,0.0276818365175833,0.468734512252005,"LK433_RS11895","LK433_RS11895"
"LK433_RS05140",0.166203650870281,9.9760825977234,5.01971146859557,0.0289666686717076,0.476421478535679,"LK433_RS05140","LK433_RS05140"
"LK433_RS09860",0.536023915493743,5.59135079513383,5.01795586078815,0.0289936009623802,0.476421478535679,"LK433_RS09860","LK433_RS09860"
"LK433_RS11120",-1.01156144792262,3.22117310108408,5.06085600715999,0.0283430964357666,0.476421478535679,"LK433_RS11120","LK433_RS11120"
"LK433_RS11655",-0.225777404411809,8.21964682940311,5.0190829467908,0.0289763075674926,0.476421478535679,"LK433_RS11655","LK433_RS11655"
"LK433_RS13035",-0.147183168010197,11.508205682276,5.02124732297831,0.0289431295427546,0.476421478535679,"LK433_RS13035","LK433_RS13035"
"LK433_RS03555",-0.337301847534087,6.8454905517285,5.00439657291545,0.0292025164839422,0.477031695740633,"LK433_RS03555","LK433_RS03555"
"LK433_RS08000",1.11434810529278,2.611032216317,4.93097623069694,0.030362129490063,0.487093013486217,"LK433_RS08000","LK433_RS08000"
