"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"LK433_RS01380",-1.70102645940463,11.5782282062481,458.988010565814,9.89621544336238e-29,2.74817902862173e-25,"LK433_RS01380","LK433_RS01380"
"LK433_RS07845",-1.05133288071221,12.0728116962799,329.996173089869,2.10215489688531e-25,2.91884207432526e-22,"LK433_RS07845","LK433_RS07845"
"LK433_RS01385",-1.51692455666055,10.6153269575352,298.175011594548,3.07036292289744e-24,2.8421326122954e-21,"LK433_RS01385","LK433_RS01385"
"LK433_RS01390",-1.54381064692973,9.57617891003961,282.677280975014,8.80249274925028e-24,6.111130591167e-21,"LK433_RS01390","LK433_RS01390"
"LK433_RS13030",-0.868427004281511,11.3683053003937,161.068702953594,2.90558353110657e-18,1.61376109317659e-15,"LK433_RS13030","LK433_RS13030"
"LK433_RS01500",1.20298381624852,8.91473566785323,152.306317526272,9.4332320408865e-18,4.25038218835737e-15,"LK433_RS01500","LK433_RS01500"
"LK433_RS05375",-1.35237546795889,8.83059535533722,150.413946011198,1.2244529170637e-17,4.25038218835737e-15,"LK433_RS05375","LK433_RS05375"
"LK433_RS12635",1.10789756648078,9.63341994440874,151.072735552409,1.11786072024545e-17,4.25038218835737e-15,"LK433_RS12635","LK433_RS12635"
"LK433_RS13710",0.986542231318377,9.84768275817832,146.443668747702,2.1332254410515e-17,6.5821856108889e-15,"LK433_RS13710","LK433_RS13710"
"LK433_RS12875",1.52695331266673,8.22378449957201,141.410593399393,4.38108829675996e-17,1.21662822001024e-14,"LK433_RS12875","LK433_RS12875"
"LK433_RS10200",1.27458599253593,8.74154695467778,135.050935036227,1.11723928724761e-16,2.82052136426055e-14,"LK433_RS10200","LK433_RS10200"
"LK433_RS03650",0.815730643222593,11.7811454161877,133.218919923186,1.4715923586434e-16,3.40550998329393e-14,"LK433_RS03650","LK433_RS03650"
"LK433_RS13520",0.925411589596012,9.9114303274229,127.191136492207,3.71375157531372e-16,7.9331447112663e-14,"LK433_RS13520","LK433_RS13520"
"LK433_RS06290",-0.716255409191701,10.6276976150343,124.97903343493,5.25644099172957e-16,1.04265261671664e-13,"LK433_RS06290","LK433_RS06290"
"LK433_RS13035",-0.765598535183591,11.508205682276,122.220685044065,8.155397786968e-16,1.50983597696068e-13,"LK433_RS13035","LK433_RS13035"
"LK433_RS13040",-0.702713646242374,12.3722407250755,116.643995056212,2.02457709599949e-15,3.51390662224411e-13,"LK433_RS13040","LK433_RS13040"
"LK433_RS00645",-1.14548584650802,8.17538837747423,113.973302876013,3.16236633878232e-15,5.16581842517559e-13,"LK433_RS00645","LK433_RS00645"
"LK433_RS10000",0.823874569705061,10.2495910658256,110.795267392254,5.42638078221215e-15,8.3716996845573e-13,"LK433_RS10000","LK433_RS10000"
"LK433_RS06285",-0.666296133709554,11.7377627836898,110.167901208376,6.04411433171828e-15,8.83395026272719e-13,"LK433_RS06285","LK433_RS06285"
"LK433_RS09940",1.06782587183211,8.8095951820676,107.513592623251,9.58121685557356e-15,1.33035196039639e-12,"LK433_RS09940","LK433_RS09940"
"LK433_RS13025",-0.672287168413178,11.3264703206984,106.793227839552,1.08714507872551e-14,1.4376199445813e-12,"LK433_RS13025","LK433_RS13025"
"LK433_RS05130",0.601832588907252,11.4849397507674,105.627504532058,1.33534967816934e-14,1.68557548012557e-12,"LK433_RS05130","LK433_RS05130"
"LK433_RS12365",0.944789839266426,8.98191658239446,104.247673266736,1.7066613005306e-14,2.0606080137276e-12,"LK433_RS12365","LK433_RS12365"
"LK433_RS07390",-1.08180427623297,8.58287261214358,102.652290649812,2.27249180236786e-14,2.62946238965648e-12,"LK433_RS07390","LK433_RS07390"
"LK433_RS02835",0.878210411972899,10.3369476688416,99.3970717425095,4.11329927701989e-14,4.56905283691369e-12,"LK433_RS02835","LK433_RS02835"
"LK433_RS00650",-0.984636021392318,9.21435640738933,97.6290163509787,5.70743071838228e-14,5.91210696907106e-12,"LK433_RS00650","LK433_RS00650"
"LK433_RS10090",1.09047769885942,8.06317783140507,97.5908418828783,5.74817746362689e-14,5.91210696907106e-12,"LK433_RS10090","LK433_RS10090"
"LK433_RS09935",1.26874747757626,7.79935266321925,97.3179363388864,6.04838468500537e-14,5.99870152509282e-12,"LK433_RS09935","LK433_RS09935"
"LK433_RS02595",0.633921814928301,11.0078938339175,97.0646435218582,6.34154747037154e-14,6.0725783880075e-12,"LK433_RS02595","LK433_RS02595"
"LK433_RS06055",0.695699424491227,10.3574859156969,93.1209674247582,1.33887977964622e-13,1.23935638269252e-11,"LK433_RS06055","LK433_RS06055"
"LK433_RS05370",-0.857693023080577,10.8580714226928,95.3448339046478,1.42761982580891e-13,1.27887105041011e-11,"LK433_RS05370","LK433_RS05370"
"LK433_RS05570",1.30995442017623,7.27738988397389,91.8970098093346,1.69523335582505e-13,1.42656455428066e-11,"LK433_RS05570","LK433_RS05570"
"LK433_RS12210",-0.966302588496293,9.49305717885652,92.1387050823055,1.65006076399191e-13,1.42656455428066e-11,"LK433_RS12210","LK433_RS12210"
"LK433_RS14445",-1.10943204000739,8.50118011509132,88.3448131215973,3.40086906376822e-13,2.77770982061304e-11,"LK433_RS14445","LK433_RS14445"
"LK433_RS11165",0.858368277168969,10.2838614830372,88.643795414155,3.69185966490063e-13,2.92770600180204e-11,"LK433_RS11165","LK433_RS11165"
"LK433_RS12220",-0.970846586242676,8.3865654519612,87.7927529028048,3.79536968184637e-13,2.92770600180204e-11,"LK433_RS12220","LK433_RS12220"
