"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"LK433_RS12875",2.31886127205355,8.22378449957201,300.576042031715,2.0224813090551e-24,5.61643059524602e-21,"LK433_RS12875","LK433_RS12875"
"LK433_RS10200",1.87656954290865,8.74154695467778,265.329285948735,3.9515292348996e-23,5.4866983426581e-20,"LK433_RS10200","LK433_RS10200"
"LK433_RS01380",-1.22499398057959,11.5782282062481,239.149682826442,6.46515050036906e-22,5.98457431317496e-19,"LK433_RS01380","LK433_RS01380"
"LK433_RS02345",2.02483167774798,7.66436765831377,174.203592290136,5.42157212258877e-19,3.76392644610726e-16,"LK433_RS02345","LK433_RS02345"
"LK433_RS07140",2.51940127496012,7.04799832384521,167.112834474792,1.32552047520135e-18,7.36194071926832e-16,"LK433_RS07140","LK433_RS07140"
"LK433_RS13040",-0.847162584879074,12.3722407250755,163.892374853714,2.00830229243202e-18,9.29509244347288e-16,"LK433_RS13040","LK433_RS13040"
"LK433_RS02520",1.77292820032398,7.5538802101755,150.648178400375,1.18539761363751e-17,4.70264167581624e-15,"LK433_RS02520","LK433_RS02520"
"LK433_RS02140",1.09642790964597,9.82754805823754,141.330501865397,4.43220601267961e-17,1.53852951215141e-14,"LK433_RS02140","LK433_RS02140"
"LK433_RS01385",-1.01307569819503,10.6153269575352,136.131905436757,1.0698814081481e-16,3.30117852269696e-14,"LK433_RS01385","LK433_RS01385"
"LK433_RS13035",-0.800109859921803,11.508205682276,129.790596269858,2.48219258689812e-16,6.89304881381607e-14,"LK433_RS13035","LK433_RS13035"
"LK433_RS03650",0.821089305135414,11.7811454161877,129.163446166102,2.73416494011586e-16,6.90252367154705e-14,"LK433_RS03650","LK433_RS03650"
"LK433_RS13030",-0.783351041948157,11.3683053003937,127.829517198623,3.36210742264356e-16,7.7804769272343e-14,"LK433_RS13030","LK433_RS13030"
"LK433_RS02525",1.92890246171716,6.92311196877608,126.669024041623,4.02956755094067e-16,8.60777622227864e-14,"LK433_RS02525","LK433_RS02525"
"LK433_RS10765",1.15719005347492,9.30314152960635,123.094324666314,7.09103347321457e-16,1.4065571396512e-13,"LK433_RS10765","LK433_RS10765"
"LK433_RS07390",-1.14269174062357,8.58287261214358,118.939961500225,1.38747256601255e-15,2.56867421054456e-13,"LK433_RS07390","LK433_RS07390"
"LK433_RS13710",0.869655183186867,9.84768275817832,111.182040851115,5.07846296557886e-15,8.8143072846328e-13,"LK433_RS13710","LK433_RS13710"
"LK433_RS12635",0.948642038931963,9.63341994440874,106.657852858173,1.11333447266352e-14,1.81866460622741e-12,"LK433_RS12635","LK433_RS12635"
"LK433_RS02145",0.944242898389016,10.2757052782021,105.56259814708,1.48047116390866e-14,2.28403801231909e-12,"LK433_RS02145","LK433_RS02145"
"LK433_RS07060",1.66008357943717,9.31678494667418,149.738439120218,1.62134921423271e-14,2.36972987785485e-12,"LK433_RS07060","LK433_RS07060"
"LK433_RS12870",2.15141426624975,6.88524012055974,107.214838318978,2.27060937609963e-14,3.15274111871433e-12,"LK433_RS12870","LK433_RS12870"
"LK433_RS13025",-0.663488877345202,11.3264703206984,102.110774023347,2.50609904913789e-14,3.31401764735996e-12,"LK433_RS13025","LK433_RS13025"
"LK433_RS01390",-0.900642798961627,9.57617891003961,99.9245610718668,3.73307245281015e-14,4.71215554611536e-12,"LK433_RS01390","LK433_RS01390"
"LK433_RS01500",1.00585060107738,8.91473566785323,99.4458674225065,4.07650120271419e-14,4.92193210432056e-12,"LK433_RS01500","LK433_RS01500"
"LK433_RS11165",0.921871276796861,10.2838614830372,98.0405822500462,6.18928078799084e-14,7.1615136451044e-12,"LK433_RS11165","LK433_RS11165"
"LK433_RS12350",0.852285051458184,8.86258595095887,91.2607219374592,1.91799487530745e-13,2.13050870749151e-11,"LK433_RS12350","LK433_RS12350"
"LK433_RS07405",2.39626869638183,11.2958120860343,176.770649601966,5.42718387184521e-13,5.79664985081314e-11,"LK433_RS07405","LK433_RS07405"
"LK433_RS03570",-0.690765513293179,10.2535521215808,84.4282180680386,7.47823872620686e-13,7.6915070158061e-11,"LK433_RS03570","LK433_RS03570"
"LK433_RS05415",1.3307091120536,7.40259011476318,82.3862276458772,1.13778484015397e-12,1.12843875039556e-10,"LK433_RS05415","LK433_RS05415"
"LK433_RS09935",1.20233283915695,7.79935266321925,81.9950232357654,1.23392202879911e-12,1.18158671516384e-10,"LK433_RS09935","LK433_RS09935"
"LK433_RS05375",-0.978099148699518,8.83059535533722,80.7940897747988,1.58512916340036e-12,1.42974734911174e-10,"LK433_RS05375","LK433_RS05375"
"LK433_RS09780",0.823265043391267,9.26341936082106,80.7613336764893,1.59604493419028e-12,1.42974734911174e-10,"LK433_RS09780","LK433_RS09780"
"LK433_RS11425",2.65861673212052,9.41398207782131,154.943218044732,1.94995489458924e-12,1.69219523196073e-10,"LK433_RS11425","LK433_RS11425"
"LK433_RS00730",0.819210025289511,9.53700419668217,79.4457254109123,2.10548486545555e-12,1.77179741556668e-10,"LK433_RS00730","LK433_RS00730"
"LK433_RS02825",0.569336344389501,10.7452745584149,77.9757329624979,2.87861215004957e-12,2.3511488060846e-10,"LK433_RS02825","LK433_RS02825"
"LK433_RS07845",-0.512521981703262,12.0728116962799,76.9952461260411,3.55323250321687e-12,2.81923618898093e-10,"LK433_RS07845","LK433_RS07845"
"LK433_RS13520",0.729379398696338,9.9114303274229,76.170341449277,4.24702242070901e-12,3.27610590619692e-10,"LK433_RS13520","LK433_RS13520"
"LK433_RS02355",1.62384676062998,7.08599621191676,75.5613283202309,5.47989214904347e-12,4.11288121564695e-10,"LK433_RS02355","LK433_RS02355"
"LK433_RS03775",1.68776133591462,12.1677754167321,140.372386777377,5.7220718392034e-12,4.1816298677547e-10,"LK433_RS03775","LK433_RS03775"
"LK433_RS00650",-0.850740804321966,9.21435640738933,73.9771170205183,6.86183211024377e-12,4.76382694253674e-10,"LK433_RS00650","LK433_RS00650"
"LK433_RS12210",-0.85974218385638,9.49305717885652,74.065197153633,6.83452826662326e-12,4.76382694253674e-10,"LK433_RS12210","LK433_RS12210"
"LK433_RS09775",0.714282296707065,9.84449348758453,73.016572965206,8.48819594597662e-12,5.74920003462856e-10,"LK433_RS09775","LK433_RS09775"
"LK433_RS02350",1.4148455726319,7.16920598608874,71.3363224287395,1.23621399821785e-11,8.17372922154992e-10,"LK433_RS02350","LK433_RS02350"
"LK433_RS06950",1.41748529008711,7.08142557882197,70.4450768808593,1.51213093973347e-11,9.76555260381357e-10,"LK433_RS06950","LK433_RS06950"
"LK433_RS06275",0.814835101488453,9.1582209326264,69.9702005829863,1.68447657053005e-11,1.05630658191246e-09,"LK433_RS06275","LK433_RS06275"
"LK433_RS10050",0.843412116684152,8.9562555039981,69.8998296259794,1.7116959375607e-11,1.05630658191246e-09,"LK433_RS10050","LK433_RS10050"
"LK433_RS07065",2.46508245915435,10.1519513604255,127.53552766992,1.98122366926058e-11,1.19605611511666e-09,"LK433_RS07065","LK433_RS07065"
"LK433_RS13270",0.785200472958248,9.43113799148588,68.9850149595706,2.11002832817847e-11,1.24671248241523e-09,"LK433_RS13270","LK433_RS13270"
"LK433_RS02510",1.56078348879516,7.47406044328881,72.9270838403661,2.48415130067232e-11,1.43718503374313e-09,"LK433_RS02510","LK433_RS02510"
"LK433_RS06055",0.607883483217819,10.3574859156969,68.0869107377887,2.59507121060707e-11,1.47071688813384e-09,"LK433_RS06055","LK433_RS06055"
"LK433_RS08645",0.795125135978664,10.0342522705169,68.1568925566254,2.89361092057635e-11,1.6071115052881e-09,"LK433_RS08645","LK433_RS08645"
"LK433_RS02515",1.61512639160309,7.4895180204127,73.2348396433673,6.3108756261073e-11,3.43633364974509e-09,"LK433_RS02515","LK433_RS02515"
"LK433_RS05130",0.478668483281204,11.4849397507674,63.912610488624,6.92910432434559e-11,3.70040821321302e-09,"LK433_RS05130","LK433_RS05130"
"LK433_RS05570",1.11035887520119,7.27738988397389,63.1770812421733,8.26789970770759e-11,4.33206745062339e-09,"LK433_RS05570","LK433_RS05570"
"LK433_RS13255",0.819827565878415,8.31764940406332,62.6815007710827,9.3187582985936e-11,4.79225773985082e-09,"LK433_RS13255","LK433_RS13255"
"LK433_RS07840",-0.665507885920852,9.72684871660707,59.3616587076666,2.10501961041741e-10,1.06284353784166e-08,"LK433_RS07840","LK433_RS07840"
"LK433_RS00645",-0.803037388141934,8.17538837747423,58.3948359492861,2.6808609901703e-10,1.32941981601838e-08,"LK433_RS00645","LK433_RS00645"
"LK433_RS04545",0.684802665763486,10.8437130032185,58.1897419638676,3.71871042997784e-10,1.81172962527166e-08,"LK433_RS04545","LK433_RS04545"
"LK433_RS02790",1.02737577958572,7.82895418908109,56.8820217585997,3.93034418222363e-10,1.88182168862673e-08,"LK433_RS02790","LK433_RS02790"
"LK433_RS10035",0.955024748845769,7.8825502486662,56.1723060328681,4.71157229309598e-10,2.21763326405552e-08,"LK433_RS10035","LK433_RS10035"
"LK433_RS12365",0.704561129091552,8.98191658239446,55.8530956892329,5.11381385027626e-10,2.36684351036953e-08,"LK433_RS12365","LK433_RS12365"
"LK433_RS00660",-0.929741304056674,7.71978260096469,55.7488849380129,5.25270099495263e-10,2.39127060048909e-08,"LK433_RS00660","LK433_RS00660"
"LK433_RS12865",1.748384468694,6.40198866877962,54.926402272416,8.39424487685635e-10,3.75980935855324e-08,"LK433_RS12865","LK433_RS12865"
