"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"path:pcoi01503",5,"Up",7.78548819230217e-11,8.01905283807123e-09,0.00137871291775959,0.00315572067842751,"Cationic antimicrobial peptide (CAMP) resistance - Prevotella copri"
"path:pcoi00480",4,"Up",2.67076565546976e-09,1.37544431256693e-07,0.0425461092133846,0.0695595118885494,"Glutathione metabolism - Prevotella copri"
"path:pcoi02010",18,"Up",6.39619108304188e-08,2.19602560517771e-06,4.79457453856518e-17,3.08650735920133e-16,"ABC transporters - Prevotella copri"
"path:pcoi00340",8,"Down",1.47576522726362e-06,3.80009546020381e-05,0.00697773152045753,0.0135604971057948,"Histidine metabolism - Prevotella copri"
"path:pcoi01501",9,"Up",6.99638181566452e-06,0.000125109789711193,7.90889417424748e-07,2.62779387079835e-06,"beta-Lactam resistance - Prevotella copri"
"path:pcoi00010",24,"Up",7.28794891521513e-06,0.000125109789711193,1.59257289683516e-10,6.30903878361622e-10,"Glycolysis / Gluconeogenesis - Prevotella copri"
"path:pcoi00290",11,"Down",1.21844308151516e-05,0.000179285196280088,0.000117627001809206,0.000302889529658706,"Valine, leucine and isoleucine biosynthesis - Prevotella copri"
"path:pcoi00760",11,"Up",1.78483168499363e-05,0.00022979707944293,2.40876823014114e-05,6.36161865909071e-05,"Nicotinate and nicotinamide metabolism - Prevotella copri"
"path:pcoi00998",4,"Down",2.03037766518087e-05,0.000232365443904033,0.209681385516574,0.291853820381178,"Biosynthesis of various antibiotics - Prevotella copri; Including: Kanosamine biosynthesis, Aurachin biosynthesis, Bacilysin biosynthesis, Puromycin biosynthesis, Dapdiamides biosynthesis, Fosfomycin biosynthesis, Cremeomycin biosynthesis, Pentalenolactone biosynthesis, Terpentecin biosynthesis, Roseoflavin biosynthesis, Cycloserine biosynthesis"
"path:pcoi02040",6,"Up",2.54285468707253e-05,0.000249134509924848,0.00914792772128602,0.0171315737325902,"Flagellar assembly - Prevotella copri"
"path:pcoi00660",6,"Down",2.84889472123175e-05,0.000249134509924848,0.076332739640048,0.120958033583461,"C5-Branched dibasic acid metabolism - Prevotella copri"
"path:pcoi00220",11,"Up",2.90253797970696e-05,0.000249134509924848,0.000353821615769675,0.000888868937177477,"Arginine biosynthesis - Prevotella copri"
"path:pcoi00500",27,"Down",3.99997404578944e-05,0.000316921020551009,1.54197752577887e-27,2.26890978793176e-26,"Starch and sucrose metabolism - Prevotella copri"
"path:pcoi00440",3,"Down",5.62503258823252e-05,0.000413841683277107,0.5756162677847,0.697511477433224,"Phosphonate and phosphinate metabolism - Prevotella copri"
