"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"path:pcoi00625",1,"Down",0.00601395542689814,0.309718704485254,0.00601395542689814,0.309718704485254,"Chloroalkane and chloroalkene degradation - Prevotella copri"
"path:pcoi00626",1,"Down",0.00601395542689814,0.309718704485254,0.00601395542689814,0.309718704485254,"Naphthalene degradation - Prevotella copri"
"path:pcoi00561",4,"Down",0.023156640707955,0.54952464356207,1,1,"Glycerolipid metabolism - Prevotella copri"
"path:pcoi01220",2,"Down",0.0261491309136245,0.54952464356207,1,1,"Degradation of aromatic compounds - Prevotella copri"
"path:pcoi00071",4,"Down",0.0266759535709743,0.54952464356207,1,1,"Fatty acid degradation - Prevotella copri"
"path:pcoi00230",33,"Up",0.0621954899899775,0.925430529071963,0.169621042706455,1,"Purine metabolism - Prevotella copri"
"path:pcoi00430",3,"Up",0.0628933369272208,0.925430529071963,1,1,"Taurine and hypotaurine metabolism - Prevotella copri"
"path:pcoi00600",5,"Down",0.0966788992861004,0.983605103027724,1,1,"Sphingolipid metabolism - Prevotella copri"
"path:pcoi00640",4,"Up",0.102812060836746,0.983605103027724,1,1,"Propanoate metabolism - Prevotella copri"
"path:pcoi03018",13,"Down",0.117035253320202,0.983605103027724,0.911058113245901,1,"RNA degradation - Prevotella copri"
"path:pcoi00330",10,"Up",0.119889099870815,0.983605103027724,0.978255214534371,1,"Arginine and proline metabolism - Prevotella copri"
"path:pcoi02020",25,"Down",0.122919895479933,0.983605103027724,0.430879932228371,1,"Two-component system - Prevotella copri"
"path:pcoi00970",22,"Up",0.138272672670771,0.983605103027724,0.438264049405799,1,"Aminoacyl-tRNA biosynthesis - Prevotella copri"
"path:pcoi00480",4,"Down",0.14752129336976,0.983605103027724,1,1,"Glutathione metabolism - Prevotella copri"
"path:pcoi02010",18,"Down",0.151216522356871,0.983605103027724,0.658877918620411,1,"ABC transporters - Prevotella copri"
"path:pcoi00280",1,"Down",0.175319199661532,0.983605103027724,0.175319199661532,1,"Valine, leucine and isoleucine degradation - Prevotella copri"
"path:pcoi03020",3,"Up",0.21280487184331,0.983605103027724,1,1,"RNA polymerase - Prevotella copri"
"path:pcoi00250",28,"Up",0.226660819578391,0.983605103027724,0.353398834750512,1,"Alanine, aspartate and glutamate metabolism - Prevotella copri"
