"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"path:pcoi01503",5,"Up",1.89546462773713e-13,1.95232856656924e-11,0.000700684919908908,0.00141510875981603,"Cationic antimicrobial peptide (CAMP) resistance - Prevotella copri"
"path:pcoi00480",4,"Up",5.79482073419976e-11,2.98433267811288e-09,0.0163308558805741,0.0243779442854947,"Glutathione metabolism - Prevotella copri"
"path:pcoi00340",8,"Down",1.28361583240422e-09,4.40708102458784e-08,0.000234849517383103,0.000493663271233869,"Histidine metabolism - Prevotella copri"
"path:pcoi00600",5,"Down",2.86649563063133e-09,5.96926664336509e-08,0.00272035100875502,0.00466993589836279,"Sphingolipid metabolism - Prevotella copri"
"path:pcoi01210",22,"Down",3.65278628123488e-09,5.96926664336509e-08,1.44963034554809e-24,1.06651375422467e-23,"2-Oxocarboxylic acid metabolism - Prevotella copri"
"path:pcoi00511",7,"Down",3.76349968787069e-09,5.96926664336509e-08,4.41393311713686e-05,9.88337197967602e-05,"Other glycan degradation - Prevotella copri"
"path:pcoi00051",19,"Up",4.14788784904982e-09,5.96926664336509e-08,3.71950852337182e-20,2.12838543281832e-19,"Fructose and mannose metabolism - Prevotella copri"
"path:pcoi02010",18,"Up",4.78455471705003e-09,5.96926664336509e-08,4.36489205406095e-20,2.36623095562252e-19,"ABC transporters - Prevotella copri"
"path:pcoi00998",4,"Down",5.2158640573093e-09,5.96926664336509e-08,0.0294033237384878,0.0414868814392363,"Biosynthesis of various antibiotics - Prevotella copri; Including: Kanosamine biosynthesis, Aurachin biosynthesis, Bacilysin biosynthesis, Puromycin biosynthesis, Dapdiamides biosynthesis, Fosfomycin biosynthesis, Cremeomycin biosynthesis, Pentalenolactone biosynthesis, Terpentecin biosynthesis, Roseoflavin biosynthesis, Cycloserine biosynthesis"
"path:pcoi00130",6,"Up",7.67969089074125e-09,7.91008161746349e-08,0.000980784169732158,0.00190605225438514,"Ubiquinone and other terpenoid-quinone biosynthesis - Prevotella copri"
"path:pcoi00620",18,"Up",1.03820596853568e-08,9.721383159925e-08,8.34300888948642e-14,3.18270339117445e-13,"Pyruvate metabolism - Prevotella copri"
