"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"path:pcoi00540",14,"Down",1.02116750070647e-05,0.00105180252572766,0.165663273637584,0.461170734720843,"Lipopolysaccharide biosynthesis - Prevotella copri"
"path:pcoi00998",4,"Down",9.21038070854251e-05,0.00474334606489939,0.242433171175594,0.624265415777154,"Biosynthesis of various antibiotics - Prevotella copri; Including: Kanosamine biosynthesis, Aurachin biosynthesis, Bacilysin biosynthesis, Puromycin biosynthesis, Dapdiamides biosynthesis, Fosfomycin biosynthesis, Cremeomycin biosynthesis, Pentalenolactone biosynthesis, Terpentecin biosynthesis, Roseoflavin biosynthesis, Cycloserine biosynthesis"
"path:pcoi03010",54,"Down",0.000460510520311848,0.0158108611973735,2.04718516229017e-05,0.000237270822255305,"Ribosome - Prevotella copri"
"path:pcoi00053",3,"Down",0.00711267679535682,0.147064463411154,0.648994395951982,1,"Ascorbate and aldarate metabolism - Prevotella copri"
"path:pcoi01503",5,"Up",0.00713905162190068,0.147064463411154,0.0338552309915528,0.120244441107929,"Cationic antimicrobial peptide (CAMP) resistance - Prevotella copri"
"path:pcoi03060",12,"Down",0.0151720326788794,0.217514049492058,0.147685832642571,0.434618307490994,"Protein export - Prevotella copri"
"path:pcoi01250",34,"Down",0.0179944086552728,0.217514049492058,4.03799074063074e-08,1.38637682094989e-06,"Biosynthesis of nucleotide sugars - Prevotella copri"
"path:pcoi00260",18,"Up",0.0187032579745928,0.217514049492058,0.102177718043817,0.328884529953536,"Glycine, serine and threonine metabolism - Prevotella copri"
"path:pcoi03020",3,"Down",0.0194403177525935,0.217514049492058,0.829891413310633,1,"RNA polymerase - Prevotella copri"
"path:pcoi00920",5,"Down",0.0211178688827241,0.217514049492058,1,1,"Sulfur metabolism - Prevotella copri"
"path:pcoi02024",19,"Down",0.0241766183783786,0.222161814553746,0.122778042629693,0.383216314874495,"Quorum sensing - Prevotella copri"
"path:pcoi00040",16,"Down",0.0259736921244803,0.222161814553746,0.00858535739950736,0.038447470093446,"Pentose and glucuronate interconversions - Prevotella copri"
"path:pcoi03018",13,"Down",0.028039840671832,0.222161814553746,0.000920440366144889,0.00632035718086157,"RNA degradation - Prevotella copri"
"path:pcoi00670",10,"Up",0.0314832688658706,0.231626906656048,0.881266590242585,1,"One carbon pool by folate - Prevotella copri"
"path:pcoi00190",24,"Down",0.0405066889377083,0.278145930705597,0.00670526513838256,0.0313928322387911,"Oxidative phosphorylation - Prevotella copri"
"path:pcoi00440",3,"Up",0.0497059401301799,0.313026706792218,1,1,"Phosphonate and phosphinate metabolism - Prevotella copri"
"path:pcoi00910",8,"Up",0.0516646020919195,0.313026706792218,0.960786892369988,1,"Nitrogen metabolism - Prevotella copri"
"path:pcoi01501",9,"Up",0.0615873681528685,0.338858510479938,0.00146907600103651,0.00945717675667251,"beta-Lactam resistance - Prevotella copri"
"path:pcoi00261",5,"Up",0.0625078805739691,0.338858510479938,0.879722363580362,1,"Monobactam biosynthesis - Prevotella copri"
"path:pcoi00332",2,"Down",0.0845343096307505,0.435351694598365,1,1,"Carbapenem biosynthesis - Prevotella copri"
"path:pcoi00541",18,"Down",0.100653075467614,0.463899248136164,0.000122386561041969,0.00114598325339298,"O-Antigen nucleotide sugar biosynthesis - Prevotella copri"
"path:pcoi00450",5,"Up",0.101189895403556,0.463899248136164,1,1,"Selenocompound metabolism - Prevotella copri"
"path:pcoi03420",9,"Down",0.103589152496425,0.463899248136164,0.6669577200152,1,"Nucleotide excision repair - Prevotella copri"
