"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"path:pcoi00620",18,"Down",0.000296191213284859,0.0176690160156809,0.000258095699838201,0.00189884693452391,"Pyruvate metabolism - Prevotella copri"
"path:pcoi00480",4,"Down",0.000457167344342626,0.0176690160156809,0.515032131784072,0.982376103217768,"Glutathione metabolism - Prevotella copri"
"path:pcoi00600",5,"Up",0.000738171187269345,0.0176690160156809,0.312888352477154,0.700597832720584,"Sphingolipid metabolism - Prevotella copri"
"path:pcoi01503",5,"Down",0.000806187553671254,0.0176690160156809,0.457493445123933,0.923768668982815,"Cationic antimicrobial peptide (CAMP) resistance - Prevotella copri"
"path:pcoi00130",6,"Down",0.000857719224062181,0.0176690160156809,0.652634668616391,1,"Ubiquinone and other terpenoid-quinone biosynthesis - Prevotella copri"
"path:pcoi00051",19,"Down",0.00238015943356303,0.0408594036094986,2.75477849240483e-11,4.72903641196162e-10,"Fructose and mannose metabolism - Prevotella copri"
"path:pcoi00020",16,"Down",0.00289114190324789,0.0425410880049332,0.00172431994844192,0.0102365007918153,"Citrate cycle (TCA cycle) - Prevotella copri"
"path:pcoi00010",24,"Down",0.0036521095950297,0.0435244679270884,0.000930794570816128,0.00599199004962882,"Glycolysis / Gluconeogenesis - Prevotella copri"
"path:pcoi00790",13,"Up",0.00380310884799802,0.0435244679270884,0.967642766472575,1,"Folate biosynthesis - Prevotella copri"
"path:pcoi00511",7,"Up",0.00442073452771506,0.0455335656354651,0.108281301122814,0.318656400447139,"Other glycan degradation - Prevotella copri"
"path:pcoi02020",25,"Down",0.0048694138400914,0.045595420502674,1.59567220854788e-06,1.64354237480432e-05,"Two-component system - Prevotella copri"
"path:pcoi01232",32,"Down",0.00539989620627941,0.0463491091038983,1.54640925675116e-09,2.27543076350528e-08,"Nucleotide metabolism - Prevotella copri"
"path:pcoi03420",9,"Up",0.00764200163091856,0.060548166768047,0.581992172068359,1,"Nucleotide excision repair - Prevotella copri"
"path:pcoi00340",8,"Up",0.0107847164361238,0.0793446994943394,0.912875690849951,1,"Histidine metabolism - Prevotella copri"
"path:pcoi01200",48,"Down",0.0119741888395467,0.0816609594640825,2.11413423377434e-05,0.000181463188398964,"Carbon metabolism - Prevotella copri"
"path:pcoi00440",3,"Up",0.012734071499161,0.0816609594640825,1,1,"Phosphonate and phosphinate metabolism - Prevotella copri"
"path:pcoi01210",22,"Up",0.014386519853387,0.0816609594640825,0.057008499249608,0.183496106959676,"2-Oxocarboxylic acid metabolism - Prevotella copri"
"path:pcoi03010",54,"Up",0.0144478169446071,0.0816609594640825,0.0504643859985157,0.167671992188617,"Ribosome - Prevotella copri"
"path:pcoi00740",7,"Down",0.0150636721341511,0.0816609594640825,0.821588382277053,1,"Riboflavin metabolism - Prevotella copri"
"path:pcoi00946",6,"Up",0.0175096589255831,0.090174743466753,0.783315510454868,1,"Degradation of flavonoids - Prevotella copri"
"path:pcoi01250",34,"Down",0.0217998241701944,0.106922947120477,6.84746207256124e-14,1.80714488594754e-12,"Biosynthesis of nucleotide sugars - Prevotella copri"
"path:pcoi00520",27,"Down",0.0301343773361433,0.138710345806981,1.43453201569559e-12,2.95513595233292e-11,"Amino sugar and nucleotide sugar metabolism - Prevotella copri"
"path:pcoi00670",10,"Down",0.0324563304205257,0.138710345806981,0.604331449041168,1,"One carbon pool by folate - Prevotella copri"
"path:pcoi00999",7,"Up",0.0329207864752388,0.138710345806981,0.641402364205628,1,"Biosynthesis of various plant secondary metabolites - Prevotella copri; Including: Crocin biosynthesis, Cannabidiol biosynthesis, Mugineic acid biosynthesis, Pentagalloylglucose biosynthesis, Benzoxazinoid biosynthesis, Gramine biosynthesis, Coumarin biosynthesis, Furanocoumarin biosynthesis, Hordatine biosynthesis, Podophyllotoxin biosynthesis"
"path:pcoi00543",1,"Down",0.034805769008676,0.138710345806981,0.034805769008676,0.137491002362621,"Exopolysaccharide biosynthesis - Prevotella copri"
"path:pcoi00760",11,"Down",0.0350142620483641,0.138710345806981,0.00517842732527731,0.0266689007251782,"Nicotinate and nicotinamide metabolism - Prevotella copri"
"path:pcoi00230",33,"Down",0.0383295105821093,0.146219984813232,5.51477409056235e-07,6.31135257031025e-06,"Purine metabolism - Prevotella copri"
"path:pcoi02010",18,"Down",0.0407479621738842,0.14989428942536,0.0370820413876808,0.137491002362621,"ABC transporters - Prevotella copri"
"path:pcoi00071",4,"Up",0.0426845980682295,0.151603917276815,0.925315338250945,1,"Fatty acid degradation - Prevotella copri"
"path:pcoi02040",6,"Down",0.0527146319886302,0.180986903160964,0.721511262515922,1,"Flagellar assembly - Prevotella copri"
"path:pcoi00521",7,"Down",0.0561443525054904,0.186544138969855,0.922323517015255,1,"Streptomycin biosynthesis - Prevotella copri"
"path:pcoi00362",4,"Down",0.0614883089581376,0.197864972413056,1,1,"Benzoate degradation - Prevotella copri"
"path:pcoi00240",30,"Down",0.0633936319381636,0.197864972413056,0.00235300197217186,0.0127557475333527,"Pyrimidine metabolism - Prevotella copri"
"path:pcoi03430",17,"Up",0.0674402750605129,0.199722106806102,0.133640298798329,0.375182426080034,"Mismatch repair - Prevotella copri"
"path:pcoi00920",5,"Down",0.0678667353224617,0.199722106806102,1,1,"Sulfur metabolism - Prevotella copri"
"path:pcoi00541",18,"Down",0.0735251575786635,0.210363645294509,1.79712644257516e-09,2.31380029481552e-08,"O-Antigen nucleotide sugar biosynthesis - Prevotella copri"
"path:pcoi00400",18,"Up",0.0834276801264199,0.227590808984447,0.832561143407124,1,"Phenylalanine, tyrosine and tryptophan biosynthesis - Prevotella copri"
"path:pcoi00460",9,"Up",0.0839655411787282,0.227590808984447,0.0992053942817384,0.300533988559384,"Cyanoamino acid metabolism - Prevotella copri"
"path:pcoi00860",3,"Up",0.0875395095694795,0.231194089375805,1,1,"Porphyrin metabolism - Prevotella copri"
"path:pcoi01120",87,"Down",0.0969506853103863,0.249648014674245,1.21900858726244e-05,0.000114143531352756,"Microbial metabolism in diverse environments - Prevotella copri"
"path:pcoi00650",12,"Down",0.106764528868656,0.268213328621258,0.982000296115874,1,"Butanoate metabolism - Prevotella copri"
"path:pcoi01501",9,"Down",0.138022069803893,0.338482694995261,0.0868863283600183,0.271190661244905,"beta-Lactam resistance - Prevotella copri"
"path:pcoi01220",2,"Down",0.149555149033733,0.349030750370272,1,1,"Degradation of aromatic compounds - Prevotella copri"
"path:pcoi00680",13,"Down",0.152432189107978,0.349030750370272,0.303887108396589,0.695563825885526,"Methane metabolism - Prevotella copri"
"path:pcoi01110",203,"Down",0.152489162783129,0.349030750370272,7.47956180785984e-19,7.70394866209564e-17,"Biosynthesis of secondary metabolites - Prevotella copri"
"path:pcoi00290",11,"Up",0.157396568454521,0.352431446756863,0.955222654227673,1,"Valine, leucine and isoleucine biosynthesis - Prevotella copri"
"path:pcoi00564",11,"Down",0.167286470359093,0.366606520148651,0.415650107095527,0.891915854809153,"Glycerophospholipid metabolism - Prevotella copri"
"path:pcoi00552",6,"Down",0.183439943712928,0.393631545883992,0.748316270216134,1,"Teichoic acid biosynthesis - Prevotella copri"
"path:pcoi00410",2,"Up",0.194428881864962,0.408436087569303,1,1,"beta-Alanine metabolism - Prevotella copri"
"path:pcoi03060",12,"Down",0.198269945421992,0.408436087569303,0.217002062474059,0.545151522800686,"Protein export - Prevotella copri"
"path:pcoi00360",3,"Up",0.210543736735908,0.417038555457664,1,1,"Phenylalanine metabolism - Prevotella copri"
"path:pcoi00401",3,"Up",0.210543736735908,0.417038555457664,1,1,"Novobiocin biosynthesis - Prevotella copri"
"path:pcoi00780",5,"Down",0.216503241058681,0.41783054121547,0.413653677370286,0.891915854809153,"Biotin metabolism - Prevotella copri"
"path:pcoi00450",5,"Down",0.22069311392529,0.41783054121547,0.950094201534024,1,"Selenocompound metabolism - Prevotella copri"
"path:pcoi00523",4,"Down",0.227392785360836,0.41783054121547,1,1,"Polyketide sugar unit biosynthesis - Prevotella copri"
"path:pcoi00030",14,"Down",0.23081543552922,0.41783054121547,0.494124053653716,0.960278821251561,"Pentose phosphate pathway - Prevotella copri"
"path:pcoi00660",6,"Up",0.231344410213231,0.41783054121547,1,1,"C5-Branched dibasic acid metabolism - Prevotella copri"
"path:pcoi03070",11,"Down",0.235283217383468,0.41783054121547,0.211110391068558,0.545151522800686,"Bacterial secretion system - Prevotella copri"
"path:pcoi00300",15,"Up",0.246907726800472,0.431042302719469,0.275405927723707,0.644700239898678,"Lysine biosynthesis - Prevotella copri"
"path:pcoi01240",79,"Down",0.264774890405157,0.454530228528853,0.000317369782423748,0.0021792725059764,"Biosynthesis of cofactors - Prevotella copri"
"path:pcoi00220",11,"Up",0.289506567256223,0.488001763651787,0.979618387036158,1,"Arginine biosynthesis - Prevotella copri"
