"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"path:pcoi01210",22,"Down",3.40958385623633e-10,3.51187137192342e-08,1.82872058569081e-18,2.35447775407692e-17,"2-Oxocarboxylic acid metabolism - Prevotella copri"
"path:pcoi01230",94,"Down",5.25156567898725e-09,2.70455632467843e-07,7.88749651861514e-29,2.7080404713912e-27,"Biosynthesis of amino acids - Prevotella copri"
"path:pcoi00500",27,"Down",1.85235522667974e-08,5.73459840156409e-07,2.26346441649084e-27,5.82842087246392e-26,"Starch and sucrose metabolism - Prevotella copri"
"path:pcoi01503",5,"Up",2.22702850546178e-08,5.73459840156409e-07,0.00194069906845681,0.005125436001309,"Cationic antimicrobial peptide (CAMP) resistance - Prevotella copri"
"path:pcoi00290",11,"Down",9.84766811213403e-08,2.02861963109961e-06,3.95518934610454e-05,0.000145494465231703,"Valine, leucine and isoleucine biosynthesis - Prevotella copri"
"path:pcoi00260",18,"Down",1.58979538676954e-07,2.72914874728771e-06,4.84813293900348e-13,3.32905128478239e-12,"Glycine, serine and threonine metabolism - Prevotella copri"
"path:pcoi00340",8,"Down",3.38765735470962e-07,4.98469582192987e-06,0.00289342278826969,0.00726884261443361,"Histidine metabolism - Prevotella copri"
"path:pcoi01501",9,"Up",7.61394243229486e-07,9.80295088157963e-06,2.10874599907507e-06,9.05003491269716e-06,"beta-Lactam resistance - Prevotella copri"
"path:pcoi00460",9,"Down",1.42939409767427e-06,1.635862134005e-05,0.000687415579379198,0.00202296584788735,"Cyanoamino acid metabolism - Prevotella copri"
"path:pcoi02040",6,"Up",2.44444161650398e-06,2.5177748649991e-05,0.00327587226723053,0.00803368675058917,"Flagellar assembly - Prevotella copri"
"path:pcoi00630",13,"Down",2.97126575315585e-06,2.78218520522775e-05,1.85970245726939e-08,1.00815448999341e-07,"Glyoxylate and dicarboxylate metabolism - Prevotella copri"
"path:pcoi00910",8,"Down",7.37747590655213e-06,6.33233348645724e-05,0.0081756115634943,0.019583441652091,"Nitrogen metabolism - Prevotella copri"
"path:pcoi00300",15,"Down",9.18969919621943e-06,7.28106936315847e-05,2.49052565105295e-06,1.02609656823382e-05,"Lysine biosynthesis - Prevotella copri"
