"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"path:pcoi01503",5,"Up",4.52492456158101e-10,4.66067229842844e-08,0.00318047240181108,0.00744519675878502,"Cationic antimicrobial peptide (CAMP) resistance - Prevotella copri"
"path:pcoi00600",5,"Down",1.3736008045755e-08,7.07404414356384e-07,0.00640093007281655,0.0143325173369588,"Sphingolipid metabolism - Prevotella copri"
"path:pcoi00480",4,"Up",7.82795047670383e-08,2.68759633033498e-06,0.0782019515771036,0.149162981711883,"Glutathione metabolism - Prevotella copri"
"path:pcoi00946",6,"Down",1.45325127707855e-07,3.74212203847727e-06,0.0126686537902317,0.02776322000838,"Degradation of flavonoids - Prevotella copri"
"path:pcoi00460",9,"Down",2.14857197358163e-07,4.42605826557816e-06,8.4314521699508e-05,0.000222676813719213,"Cyanoamino acid metabolism - Prevotella copri"
"path:pcoi00999",7,"Down",2.72535230257548e-07,4.67852145275457e-06,0.00424747529980758,0.00972199901955956,"Biosynthesis of various plant secondary metabolites - Prevotella copri; Including: Crocin biosynthesis, Cannabidiol biosynthesis, Mugineic acid biosynthesis, Pentagalloylglucose biosynthesis, Benzoxazinoid biosynthesis, Gramine biosynthesis, Coumarin biosynthesis, Furanocoumarin biosynthesis, Hordatine biosynthesis, Podophyllotoxin biosynthesis"
"path:pcoi00998",4,"Down",3.54579865735821e-07,5.21738945296994e-06,0.25778119358512,0.408484045219497,"Biosynthesis of various antibiotics - Prevotella copri; Including: Kanosamine biosynthesis, Aurachin biosynthesis, Bacilysin biosynthesis, Puromycin biosynthesis, Dapdiamides biosynthesis, Fosfomycin biosynthesis, Cremeomycin biosynthesis, Pentalenolactone biosynthesis, Terpentecin biosynthesis, Roseoflavin biosynthesis, Cycloserine biosynthesis"
"path:pcoi00500",27,"Down",6.36161982048619e-07,8.19058551887597e-06,8.62691587346814e-26,1.26938904995317e-24,"Starch and sucrose metabolism - Prevotella copri"
"path:pcoi02040",6,"Up",2.56347233752458e-06,2.93375167516702e-05,0.00208877167534818,0.00500333680374098,"Flagellar assembly - Prevotella copri"
"path:pcoi00051",19,"Up",2.87792774074254e-06,2.96426557296482e-05,7.45164175010071e-19,5.90399307892594e-18,"Fructose and mannose metabolism - Prevotella copri"
"path:pcoi02020",25,"Up",5.00334329256578e-06,4.6849487194025e-05,3.87178620353809e-20,3.98793978964423e-19,"Two-component system - Prevotella copri"
"path:pcoi00340",8,"Down",5.74779938251287e-06,4.93352780332355e-05,0.075101235289166,0.145951457260077,"Histidine metabolism - Prevotella copri"
"path:pcoi00511",7,"Down",9.42619899088769e-06,7.46844996970333e-05,0.00023715774987743,0.000595786542375007,"Other glycan degradation - Prevotella copri"
"path:pcoi00620",18,"Up",1.06621068309e-05,7.84426431130496e-05,8.1429305719848e-09,3.49467437047681e-08,"Pyruvate metabolism - Prevotella copri"
"path:pcoi01501",9,"Up",1.19266081343436e-05,8.18960425224927e-05,5.88245944126976e-06,1.83604037106299e-05,"beta-Lactam resistance - Prevotella copri"
"path:pcoi00071",4,"Down",2.44340883925371e-05,0.000157294444026957,0.477428538527027,0.655668526243784,"Fatty acid degradation - Prevotella copri"
"path:pcoi00440",3,"Down",2.59894316513957e-05,0.000157465380005515,0.679726880358105,0.886226185783353,"Phosphonate and phosphinate metabolism - Prevotella copri"
"path:pcoi00010",24,"Up",6.3878682895721e-05,0.000365528018792181,5.49438743062315e-12,2.97853634396939e-11,"Glycolysis / Gluconeogenesis - Prevotella copri"
"path:pcoi01250",34,"Up",7.99083362668852e-05,0.000433187296604694,8.06609178225195e-30,2.76935817857317e-28,"Biosynthesis of nucleotide sugars - Prevotella copri"
"path:pcoi00450",5,"Up",0.000157927773297715,0.000802279495096834,0.0714787414703991,0.141582891758675,"Selenocompound metabolism - Prevotella copri"
"path:pcoi02010",18,"Up",0.000163571547544015,0.000802279495096834,1.06760395767605e-14,6.87270047753955e-14,"ABC transporters - Prevotella copri"
"path:pcoi01232",32,"Up",0.000182360652564212,0.000853779418823357,1.29039369720126e-26,2.65821101623459e-25,"Nucleotide metabolism - Prevotella copri"
"path:pcoi00740",7,"Up",0.000285149646956175,0.00127697450593418,0.124305165156547,0.217007322222446,"Riboflavin metabolism - Prevotella copri"
"path:pcoi03070",11,"Up",0.00032246559222615,0.00138391483330389,3.56293386011084e-08,1.41146995227468e-07,"Bacterial secretion system - Prevotella copri"
"path:pcoi00260",18,"Down",0.000344092173555993,0.00141765975505069,1.79354049204991e-06,5.95918292519809e-06,"Glycine, serine and threonine metabolism - Prevotella copri"
"path:pcoi00240",30,"Up",0.000627406175584492,0.00248549369558472,9.673006088995e-15,6.64213084777657e-14,"Pyrimidine metabolism - Prevotella copri"
"path:pcoi00520",27,"Up",0.00104676431637944,0.00399321202174378,5.55526781006093e-26,9.53654307393792e-25,"Amino sugar and nucleotide sugar metabolism - Prevotella copri"
"path:pcoi00541",18,"Up",0.00114412765423528,0.00420875529950834,2.01435425688189e-16,1.48198920327739e-15,"O-Antigen nucleotide sugar biosynthesis - Prevotella copri"
"path:pcoi00020",16,"Up",0.00189025015390923,0.00659521670140056,4.21346136995677e-09,1.88689791785021e-08,"Citrate cycle (TCA cycle) - Prevotella copri"
"path:pcoi00910",8,"Down",0.00192093690332055,0.00659521670140056,0.31255442498953,0.473428026087081,"Nitrogen metabolism - Prevotella copri"
"path:pcoi00630",13,"Down",0.00488865950620653,0.0162429654561056,3.83437024223e-05,0.000103931614460445,"Glyoxylate and dicarboxylate metabolism - Prevotella copri"
"path:pcoi00760",11,"Up",0.00582888393983101,0.0187617201813311,9.9769064890527e-08,3.80600506804603e-07,"Nicotinate and nicotinamide metabolism - Prevotella copri"
"path:pcoi01240",79,"Up",0.00801716313488107,0.0249617508484514,7.55704075185087e-22,9.729689968008e-21,"Biosynthesis of cofactors - Prevotella copri"
"path:pcoi00130",6,"Up",0.00823980125094514,0.0249617508484514,0.712906808735358,0.906535818515331,"Ubiquinone and other terpenoid-quinone biosynthesis - Prevotella copri"
"path:pcoi00061",9,"Down",0.0119900938532171,0.0343049907467044,0.104055893664055,0.188030825392942,"Fatty acid biosynthesis - Prevotella copri"
"path:pcoi01212",9,"Down",0.0119900938532171,0.0343049907467044,0.104055893664055,0.188030825392942,"Fatty acid metabolism - Prevotella copri"
"path:pcoi03030",14,"Down",0.0124073410764095,0.0345393548883831,0.129796168328195,0.222816755630068,"DNA replication - Prevotella copri"
"path:pcoi00860",3,"Down",0.0177986399158408,0.0482436818771474,0.229329385350524,0.373883433934089,"Porphyrin metabolism - Prevotella copri"
"path:pcoi00525",2,"Down",0.019980632641946,0.0527693631312932,1,1,"Acarbose and validamycin biosynthesis - Prevotella copri"
"path:pcoi00625",1,"Down",0.0260268113603816,0.0653844285394952,0.0260268113603816,0.0536152314023861,"Chloroalkane and chloroalkene degradation - Prevotella copri"
"path:pcoi00626",1,"Down",0.0260268113603816,0.0653844285394952,0.0260268113603816,0.0536152314023861,"Naphthalene degradation - Prevotella copri"
"path:pcoi00521",7,"Up",0.0330836043688713,0.0811336011903272,0.112509772785002,0.199801837876815,"Streptomycin biosynthesis - Prevotella copri"
"path:pcoi03420",9,"Down",0.0354326911285322,0.084873655493926,0.0166177340195623,0.0356588875836442,"Nucleotide excision repair - Prevotella copri"
"path:pcoi00261",5,"Down",0.0451011880008883,0.10557778100208,0.0973954092734005,0.182395039184732,"Monobactam biosynthesis - Prevotella copri"
"path:pcoi02024",19,"Down",0.0488806011133029,0.111882264770449,1.01147567275517e-05,2.89394428593841e-05,"Quorum sensing - Prevotella copri"
"path:pcoi00040",16,"Down",0.0510109087249566,0.114220078231968,1.24634517365071e-07,4.58476974592939e-07,"Pentose and glucuronate interconversions - Prevotella copri"
"path:pcoi00410",2,"Down",0.0559665255208897,0.12265004529046,1,1,"beta-Alanine metabolism - Prevotella copri"
