"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"path:pcoi00290",11,"Down",1.08159617122335e-09,9.70064212056186e-08,3.36708746542853e-07,1.05093942102769e-06,"Valine, leucine and isoleucine biosynthesis - Prevotella copri"
"path:pcoi00220",11,"Up",1.88361982923531e-09,9.70064212056186e-08,1.88958816911365e-06,5.56078804053445e-06,"Arginine biosynthesis - Prevotella copri"
"path:pcoi00061",9,"Up",4.62381591031842e-09,1.06491242358264e-07,5.24244059680517e-05,0.000125574739876961,"Fatty acid biosynthesis - Prevotella copri"
"path:pcoi01212",9,"Up",4.62381591031842e-09,1.06491242358264e-07,5.24244059680517e-05,0.000125574739876961,"Fatty acid metabolism - Prevotella copri"
"path:pcoi00780",5,"Up",5.16947778438174e-09,1.06491242358264e-07,0.00756177352198992,0.0152718171130385,"Biotin metabolism - Prevotella copri"
"path:pcoi00660",6,"Down",2.04747764957948e-08,3.5148366317781e-07,0.0103127613728012,0.0196706374333061,"C5-Branched dibasic acid metabolism - Prevotella copri"
"path:pcoi01503",5,"Up",3.49005398325023e-07,5.13536514678248e-06,0.0057933083614982,0.0119342152246863,"Cationic antimicrobial peptide (CAMP) resistance - Prevotella copri"
"path:pcoi00340",8,"Down",5.22586126654764e-07,6.72829638068009e-06,0.00462348307836321,0.0097187501443145,"Histidine metabolism - Prevotella copri"
"path:pcoi03020",3,"Down",8.44545919899155e-07,9.6653588610681e-06,0.212639579476808,0.304192731751545,"RNA polymerase - Prevotella copri"
"path:pcoi01232",32,"Up",9.72018495487598e-07,1.00117905035223e-05,9.15274881180179e-19,7.25179328935065e-18,"Nucleotide metabolism - Prevotella copri"
"path:pcoi00480",4,"Up",1.96537427810577e-06,1.84030500586268e-05,0.199850493537127,0.29406572620463,"Glutathione metabolism - Prevotella copri"
"path:pcoi00230",33,"Up",3.73840694794456e-06,3.20879929698575e-05,5.11852012300867e-18,3.76576837621352e-17,"Purine metabolism - Prevotella copri"
"path:pcoi00521",7,"Up",4.05497413385104e-06,3.2127871983589e-05,0.00895298107324306,0.0173991896329063,"Streptomycin biosynthesis - Prevotella copri"
"path:pcoi00760",11,"Up",9.34064878382185e-06,6.87204874809751e-05,2.01813726485792e-05,5.19670345700915e-05,"Nicotinate and nicotinamide metabolism - Prevotella copri"
"path:pcoi00600",5,"Down",2.73473836407846e-05,0.000187785367666721,0.0176236877771182,0.0312972386386754,"Sphingolipid metabolism - Prevotella copri"
"path:pcoi02040",6,"Up",3.14983695869074e-05,0.000202770754215717,0.0345508467754836,0.0573989873850776,"Flagellar assembly - Prevotella copri"
"path:pcoi00430",3,"Up",5.60341803588183e-05,0.000339501210409311,0.280321464011156,0.395522065659577,"Taurine and hypotaurine metabolism - Prevotella copri"
"path:pcoi03420",9,"Down",6.43119689767057e-05,0.000368007378033372,0.50551741123066,0.641291208806891,"Nucleotide excision repair - Prevotella copri"
"path:pcoi01200",48,"Up",7.34723206313429e-05,0.000398297317106753,3.73135334926145e-23,4.0998274267605e-22,"Carbon metabolism - Prevotella copri"
"path:pcoi00970",22,"Up",8.28639180778306e-05,0.000426749178100828,6.13811445111299e-13,3.16112894232319e-12,"Aminoacyl-tRNA biosynthesis - Prevotella copri"
"path:pcoi00051",19,"Up",0.00016225935821135,0.000795843518846147,2.9582243883412e-16,1.90435694999465e-15,"Fructose and mannose metabolism - Prevotella copri"
"path:pcoi00440",3,"Down",0.000178306944565886,0.000834800695013014,0.91700042803598,1,"Phosphonate and phosphinate metabolism - Prevotella copri"
"path:pcoi00261",5,"Up",0.000249136149745013,0.00111569667059723,0.165461031299031,0.250804030354743,"Monobactam biosynthesis - Prevotella copri"
"path:pcoi01210",22,"Down",0.000266284315422157,0.00114078202222117,3.46885120839028e-22,2.97743062053499e-21,"2-Oxocarboxylic acid metabolism - Prevotella copri"
"path:pcoi00500",27,"Down",0.000276888840344943,0.00114078202222117,5.01294623775261e-26,7.37619232126456e-25,"Starch and sucrose metabolism - Prevotella copri"
"path:pcoi00520",27,"Up",0.000361313439590593,0.00139508342152633,1.83641080941577e-22,1.71954830336204e-21,"Amino sugar and nucleotide sugar metabolism - Prevotella copri"
"path:pcoi00541",18,"Up",0.000365701479429233,0.00139508342152633,1.35090026065746e-11,6.62584413560564e-11,"O-Antigen nucleotide sugar biosynthesis - Prevotella copri"
"path:pcoi00620",18,"Up",0.000405898746205543,0.00149312753068468,2.25635421476225e-15,1.36708520070889e-14,"Pyruvate metabolism - Prevotella copri"
"path:pcoi01250",34,"Up",0.00044144671604977,0.00154880482856401,1.62544388973147e-25,2.09275900802927e-24,"Biosynthesis of nucleotide sugars - Prevotella copri"
"path:pcoi00010",24,"Up",0.000471460642503291,0.00154880482856401,4.84516727907446e-15,2.77251238747039e-14,"Glycolysis / Gluconeogenesis - Prevotella copri"
"path:pcoi01240",79,"Up",0.000480405485324171,0.00154880482856401,5.58966092254158e-34,1.43933768755446e-32,"Biosynthesis of cofactors - Prevotella copri"
"path:pcoi00770",12,"Down",0.000481182082660665,0.00154880482856401,1.83517788506042e-05,4.84675185028776e-05,"Pantothenate and CoA biosynthesis - Prevotella copri"
"path:pcoi01120",87,"Up",0.000502061022793911,0.00156703894993251,6.34205911719559e-28,1.30646417814229e-26,"Microbial metabolism in diverse environments - Prevotella copri"
"path:pcoi03018",13,"Down",0.000580584307314944,0.00175882893098351,8.91340465993241e-08,3.06026893324346e-07,"RNA degradation - Prevotella copri"
"path:pcoi00470",7,"Down",0.000642898843101913,0.00189195945255706,0.0113735332012164,0.021299525813187,"D-Amino acid metabolism - Prevotella copri"
"path:pcoi00020",16,"Up",0.000788648850431915,0.00225641198873576,5.9559688459215e-06,1.70406886424976e-05,"Citrate cycle (TCA cycle) - Prevotella copri"
"path:pcoi00511",7,"Down",0.000904151642329653,0.00251696267999876,0.00129920923351534,0.00290909893591479,"Other glycan degradation - Prevotella copri"
"path:pcoi00260",18,"Up",0.0009901853815036,0.00268392353407555,5.96497421112329e-08,2.11859428877827e-07,"Glycine, serine and threonine metabolism - Prevotella copri"
"path:pcoi00030",14,"Up",0.00137280069635926,0.00362560183910267,1.09190310911876e-05,2.95963211155873e-05,"Pentose phosphate pathway - Prevotella copri"
"path:pcoi00790",13,"Up",0.00152154528235957,0.00391797910207589,0.0079549495011187,0.015756919204139,"Folate biosynthesis - Prevotella copri"
"path:pcoi00740",7,"Up",0.00156053549300511,0.00392036965315917,0.691810484083922,0.838311527772282,"Riboflavin metabolism - Prevotella copri"
