"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"path:pcoi00480",4,"Up",8.84346086089664e-11,8.55972568374256e-09,0.0217247456519747,0.0366827672484163,"Glutathione metabolism - Prevotella copri"
"path:pcoi01503",5,"Up",1.66208265703739e-10,8.55972568374256e-09,0.00266298723593091,0.00517523934529969,"Cationic antimicrobial peptide (CAMP) resistance - Prevotella copri"
"path:pcoi02040",6,"Up",2.49149637724785e-08,8.55413756188429e-07,0.00246444723775881,0.00488150125940686,"Flagellar assembly - Prevotella copri"
"path:pcoi00998",4,"Down",4.49615643955667e-08,1.15776028318584e-06,0.1019845738229,0.145894598663316,"Biosynthesis of various antibiotics - Prevotella copri; Including: Kanosamine biosynthesis, Aurachin biosynthesis, Bacilysin biosynthesis, Puromycin biosynthesis, Dapdiamides biosynthesis, Fosfomycin biosynthesis, Cremeomycin biosynthesis, Pentalenolactone biosynthesis, Terpentecin biosynthesis, Roseoflavin biosynthesis, Cycloserine biosynthesis"
"path:pcoi00340",8,"Down",1.30180831211453e-07,2.68172512295593e-06,0.0034331609635277,0.00654843665265469,"Histidine metabolism - Prevotella copri"
"path:pcoi00500",27,"Down",1.62941665984777e-07,2.797165266072e-06,8.5559261285595e-28,8.81260391241628e-27,"Starch and sucrose metabolism - Prevotella copri"
"path:pcoi00010",24,"Up",3.41459213025675e-07,5.02432842023494e-06,1.93024726842865e-16,9.03706675673416e-16,"Glycolysis / Gluconeogenesis - Prevotella copri"
"path:pcoi02010",18,"Up",8.69660837129042e-07,1.00206194128582e-05,1.68068981047327e-16,8.2433833561308e-16,"ABC transporters - Prevotella copri"
"path:pcoi00440",3,"Down",8.75588104036154e-07,1.00206194128582e-05,0.264996786682586,0.349931654209056,"Phosphonate and phosphinate metabolism - Prevotella copri"
"path:pcoi00860",3,"Down",1.1499604821373e-06,1.18445929660142e-05,0.150634617787848,0.20966710313714,"Porphyrin metabolism - Prevotella copri"
"path:pcoi00540",14,"Down",1.41777470653135e-06,1.32755267975208e-05,2.8928613160251e-11,1.10357302055772e-10,"Lipopolysaccharide biosynthesis - Prevotella copri"
"path:pcoi00620",18,"Up",1.86894284255252e-06,1.60073785110972e-05,1.50580706351411e-12,5.96531259776744e-12,"Pyruvate metabolism - Prevotella copri"
"path:pcoi00600",5,"Down",2.02034874411907e-06,1.60073785110972e-05,0.00400259287282077,0.00736191189108106,"Sphingolipid metabolism - Prevotella copri"
"path:pcoi00511",7,"Down",6.06469588491846e-06,4.46188340104715e-05,0.000170519930260324,0.000373692613123688,"Other glycan degradation - Prevotella copri"
"path:pcoi03020",3,"Down",1.44759307550181e-05,9.94013911844579e-05,0.341392113583178,0.439542346238342,"RNA polymerase - Prevotella copri"
