"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"path:pcoi00600",5,"Down",0.000734632320743098,0.0756671290365391,1,1,"Sphingolipid metabolism - Prevotella copri"
"path:pcoi01232",32,"Up",0.00505805860679516,0.216357597643079,2.89436073210526e-05,0.00149059577703421,"Nucleotide metabolism - Prevotella copri"
"path:pcoi02020",25,"Up",0.00746189222114781,0.216357597643079,1.94207344413041e-14,2.00033564745432e-12,"Two-component system - Prevotella copri"
"path:pcoi01503",5,"Up",0.00840223680167298,0.216357597643079,0.125086224383388,0.678099005867838,"Cationic antimicrobial peptide (CAMP) resistance - Prevotella copri"
"path:pcoi03440",22,"Up",0.0199090065077104,0.323169687398384,0.299082663676731,1,"Homologous recombination - Prevotella copri"
"path:pcoi00240",30,"Up",0.0225019318553634,0.323169687398384,0.00466531992229979,0.0961055903993758,"Pyrimidine metabolism - Prevotella copri"
"path:pcoi00625",1,"Down",0.032045483147132,0.323169687398384,0.032045483147132,0.27505706367955,"Chloroalkane and chloroalkene degradation - Prevotella copri"
"path:pcoi00626",1,"Down",0.032045483147132,0.323169687398384,0.032045483147132,0.27505706367955,"Naphthalene degradation - Prevotella copri"
"path:pcoi00051",19,"Up",0.037877295856268,0.323169687398384,0.00746725279485208,0.109875291124252,"Fructose and mannose metabolism - Prevotella copri"
"path:pcoi00230",33,"Up",0.0403324335971313,0.323169687398384,0.000394613337752501,0.0135483912628359,"Purine metabolism - Prevotella copri"
"path:pcoi01250",34,"Up",0.0420284837838602,0.323169687398384,0.0130610330213864,0.16816080015035,"Biosynthesis of nucleotide sugars - Prevotella copri"
"path:pcoi00460",9,"Down",0.042622560540238,0.323169687398384,0.705624109992113,1,"Cyanoamino acid metabolism - Prevotella copri"
"path:pcoi00750",5,"Down",0.0434347675981888,0.323169687398384,1,1,"Vitamin B6 metabolism - Prevotella copri"
"path:pcoi00130",6,"Up",0.0439259769279357,0.323169687398384,0.998819305062297,1,"Ubiquinone and other terpenoid-quinone biosynthesis - Prevotella copri"
"path:pcoi03070",11,"Up",0.0509314056083998,0.349728985177679,0.00619614824554991,0.106367211548607,"Bacterial secretion system - Prevotella copri"
"path:pcoi00552",6,"Up",0.0737538671559302,0.457215252273008,1,1,"Teichoic acid biosynthesis - Prevotella copri"
"path:pcoi00520",27,"Up",0.0782891065885207,0.457215252273008,0.0432488767552959,0.296975620386365,"Amino sugar and nucleotide sugar metabolism - Prevotella copri"
"path:pcoi00480",4,"Up",0.0839236220967673,0.457215252273008,1,1,"Glutathione metabolism - Prevotella copri"
"path:pcoi01501",9,"Up",0.0843406776037587,0.457215252273008,0.0265607259712293,0.27505706367955,"beta-Lactam resistance - Prevotella copri"
"path:pcoi00071",4,"Down",0.089960631434453,0.461532961239857,1,1,"Fatty acid degradation - Prevotella copri"
"path:pcoi00541",18,"Up",0.0949454436051557,0.461532961239857,0.0962230590873439,0.550609726999801,"O-Antigen nucleotide sugar biosynthesis - Prevotella copri"
"path:pcoi00999",7,"Down",0.0985798557988044,0.461532961239857,0.812494929157191,1,"Biosynthesis of various plant secondary metabolites - Prevotella copri; Including: Crocin biosynthesis, Cannabidiol biosynthesis, Mugineic acid biosynthesis, Pentagalloylglucose biosynthesis, Benzoxazinoid biosynthesis, Gramine biosynthesis, Coumarin biosynthesis, Furanocoumarin biosynthesis, Hordatine biosynthesis, Podophyllotoxin biosynthesis"
"path:pcoi00946",6,"Down",0.104873084443199,0.464115717033282,0.889592778765345,1,"Degradation of flavonoids - Prevotella copri"
"path:pcoi00053",3,"Up",0.10847961951767,0.464115717033282,1,1,"Ascorbate and aldarate metabolism - Prevotella copri"
"path:pcoi00340",8,"Down",0.112649445881865,0.464115717033282,1,1,"Histidine metabolism - Prevotella copri"
"path:pcoi00261",5,"Down",0.141690025177063,0.540486646479344,1,1,"Monobactam biosynthesis - Prevotella copri"
"path:pcoi00260",18,"Down",0.145846424675777,0.540486646479344,0.353350569824521,1,"Glycine, serine and threonine metabolism - Prevotella copri"
"path:pcoi02040",6,"Up",0.146928408751666,0.540486646479344,1,1,"Flagellar assembly - Prevotella copri"
"path:pcoi00540",14,"Up",0.163269503688893,0.551646634484303,0.936779623988045,1,"Lipopolysaccharide biosynthesis - Prevotella copri"
"path:pcoi00511",7,"Down",0.167337291759812,0.551646634484303,1,1,"Other glycan degradation - Prevotella copri"
"path:pcoi02010",18,"Up",0.168024481158666,0.551646634484303,0.514206559953717,1,"ABC transporters - Prevotella copri"
"path:pcoi00270",25,"Down",0.171385362169881,0.551646634484303,0.624535111279893,1,"Cysteine and methionine metabolism - Prevotella copri"
"path:pcoi00550",20,"Up",0.184472565070868,0.553954184079157,0.358816663493543,1,"Peptidoglycan biosynthesis - Prevotella copri"
"path:pcoi00760",11,"Up",0.18541377457678,0.553954184079157,0.707075231051472,1,"Nicotinate and nicotinamide metabolism - Prevotella copri"
"path:pcoi03020",3,"Up",0.190504642553905,0.553954184079157,0.987596365828079,1,"RNA polymerase - Prevotella copri"
"path:pcoi03018",13,"Up",0.193615054629608,0.553954184079157,0.071259875508062,0.458735448583149,"RNA degradation - Prevotella copri"
"path:pcoi00620",18,"Up",0.215056366878213,0.598670426715024,0.199145461435714,1,"Pyruvate metabolism - Prevotella copri"
"path:pcoi00430",3,"Up",0.2533451174562,0.686698607841805,1,1,"Taurine and hypotaurine metabolism - Prevotella copri"
"path:pcoi00561",4,"Down",0.263533033395564,0.69599749845495,1,1,"Glycerolipid metabolism - Prevotella copri"
"path:pcoi00052",13,"Down",0.283351787527256,0.708066469367843,0.465563481236738,1,"Galactose metabolism - Prevotella copri"
"path:pcoi00061",9,"Down",0.288726133140286,0.708066469367843,0.981157814743434,1,"Fatty acid biosynthesis - Prevotella copri"
"path:pcoi01212",9,"Down",0.288726133140286,0.708066469367843,0.981157814743434,1,"Fatty acid metabolism - Prevotella copri"
"path:pcoi00790",13,"Down",0.306031447979184,0.716549063730398,0.99979180110607,1,"Folate biosynthesis - Prevotella copri"
"path:pcoi03060",12,"Up",0.306098629166384,0.716549063730398,0.702372406899608,1,"Protein export - Prevotella copri"
"path:pcoi00640",4,"Up",0.314692583387353,0.720296357531053,1,1,"Propanoate metabolism - Prevotella copri"
"path:pcoi00910",8,"Down",0.330914291943742,0.722598926526572,0.999999613504898,1,"Nitrogen metabolism - Prevotella copri"
"path:pcoi00650",12,"Up",0.332658509698269,0.722598926526572,0.938163102398111,1,"Butanoate metabolism - Prevotella copri"
"path:pcoi01230",94,"Down",0.3367451308085,0.722598926526572,0.765623538700412,1,"Biosynthesis of amino acids - Prevotella copri"
"path:pcoi00470",7,"Up",0.349797720116703,0.724359062065988,1,1,"D-Amino acid metabolism - Prevotella copri"
"path:pcoi00280",1,"Down",0.351630612653392,0.724359062065988,0.351630612653392,1,"Valine, leucine and isoleucine degradation - Prevotella copri"
"path:pcoi03430",17,"Up",0.362147204869606,0.73139533532489,0.745292004668068,1,"Mismatch repair - Prevotella copri"
"path:pcoi00332",2,"Down",0.383144564154494,0.75892096361371,1,1,"Carbapenem biosynthesis - Prevotella copri"
"path:pcoi00350",4,"Down",0.394294770697275,0.763620826521131,1,1,"Tyrosine metabolism - Prevotella copri"
"path:pcoi00730",15,"Up",0.400344899341175,0.763620826521131,0.976516309195583,1,"Thiamine metabolism - Prevotella copri"
"path:pcoi00780",5,"Down",0.409691117856464,0.767239729803923,1,1,"Biotin metabolism - Prevotella copri"
"path:pcoi00920",5,"Down",0.425200744189176,0.77116947562123,1,1,"Sulfur metabolism - Prevotella copri"
"path:pcoi00300",15,"Down",0.430452302752557,0.77116947562123,0.986700956464475,1,"Lysine biosynthesis - Prevotella copri"
"path:pcoi00998",4,"Down",0.439391126939243,0.77116947562123,1,1,"Biosynthesis of various antibiotics - Prevotella copri; Including: Kanosamine biosynthesis, Aurachin biosynthesis, Bacilysin biosynthesis, Puromycin biosynthesis, Dapdiamides biosynthesis, Fosfomycin biosynthesis, Cremeomycin biosynthesis, Pentalenolactone biosynthesis, Terpentecin biosynthesis, Roseoflavin biosynthesis, Cycloserine biosynthesis"
"path:pcoi00362",4,"Up",0.442094830218671,0.77116947562123,1,1,"Benzoate degradation - Prevotella copri"
"path:pcoi00860",3,"Down",0.449224937255085,0.77116947562123,1,1,"Porphyrin metabolism - Prevotella copri"
"path:pcoi00564",11,"Down",0.467423964222326,0.789061543151907,0.876023612002667,1,"Glycerophospholipid metabolism - Prevotella copri"
"path:pcoi00220",11,"Up",0.474969084227361,0.789061543151907,0.994685073676965,1,"Arginine biosynthesis - Prevotella copri"
"path:pcoi00500",27,"Down",0.498945866999738,0.803447482683081,0.000562024539785049,0.014472131899465,"Starch and sucrose metabolism - Prevotella copri"
"path:pcoi00290",11,"Up",0.500899278381965,0.803447482683081,0.982270415539625,1,"Valine, leucine and isoleucine biosynthesis - Prevotella copri"
"path:pcoi00190",24,"Up",0.507029964800003,0.803447482683081,0.514922922156407,1,"Oxidative phosphorylation - Prevotella copri"
"path:pcoi00521",7,"Up",0.521017704775413,0.813103387755569,1,1,"Streptomycin biosynthesis - Prevotella copri"
"path:pcoi03410",7,"Down",0.576732815746067,0.87144244098421,0.965496381824265,1,"Base excision repair - Prevotella copri"
"path:pcoi00670",10,"Down",0.587489170456636,0.87144244098421,1,1,"One carbon pool by folate - Prevotella copri"
"path:pcoi00630",13,"Down",0.597812969033944,0.87144244098421,0.992516495297367,1,"Glyoxylate and dicarboxylate metabolism - Prevotella copri"
"path:pcoi00020",16,"Up",0.600941983706294,0.87144244098421,0.844368491210057,1,"Citrate cycle (TCA cycle) - Prevotella copri"
"path:pcoi00250",28,"Up",0.605425272593128,0.87144244098421,0.772720117751907,1,"Alanine, aspartate and glutamate metabolism - Prevotella copri"
"path:pcoi01120",87,"Down",0.609163648066632,0.87144244098421,0.404397735533954,1,"Microbial metabolism in diverse environments - Prevotella copri"
"path:pcoi01240",79,"Up",0.621408078465402,0.87678126139639,0.349343357238023,1,"Biosynthesis of cofactors - Prevotella copri"
"path:pcoi00450",5,"Up",0.636160168695244,0.885466180751489,0.994631622472411,1,"Selenocompound metabolism - Prevotella copri"
"path:pcoi00770",12,"Up",0.647441602877325,0.889153134618193,0.87717593519405,1,"Pantothenate and CoA biosynthesis - Prevotella copri"
"path:pcoi00410",2,"Down",0.659527299771743,0.893833051006441,1,1,"beta-Alanine metabolism - Prevotella copri"
"path:pcoi01110",203,"Down",0.671802596239158,0.8986450313329,0.0388650541884882,0.285935755815306,"Biosynthesis of secondary metabolites - Prevotella copri"
"path:pcoi00900",12,"Up",0.743270123193996,0.95447901796355,0.988970365413178,1,"Terpenoid backbone biosynthesis - Prevotella copri"
"path:pcoi02024",19,"Up",0.743791028925264,0.95447901796355,0.607338767324728,1,"Quorum sensing - Prevotella copri"
"path:pcoi00525",2,"Down",0.743887037964518,0.95447901796355,1,1,"Acarbose and validamycin biosynthesis - Prevotella copri"
"path:pcoi01100",430,"Up",0.758308465308587,0.95447901796355,0.0859906867152975,0.52100239598092,"Metabolic pathways - Prevotella copri"
"path:pcoi00360",3,"Up",0.769753175181444,0.95447901796355,1,1,"Phenylalanine metabolism - Prevotella copri"
"path:pcoi00401",3,"Up",0.769753175181444,0.95447901796355,1,1,"Novobiocin biosynthesis - Prevotella copri"
"path:pcoi03030",14,"Down",0.802029147715849,0.95447901796355,0.880643359067953,1,"DNA replication - Prevotella copri"
"path:pcoi00040",16,"Up",0.802249745194674,0.95447901796355,0.929044385990644,1,"Pentose and glucuronate interconversions - Prevotella copri"
"path:pcoi00740",7,"Down",0.813926922891541,0.95447901796355,1,1,"Riboflavin metabolism - Prevotella copri"
"path:pcoi01502",6,"Up",0.82143119522409,0.95447901796355,1,1,"Vancomycin resistance - Prevotella copri"
