"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"path:pcoi01503",5,"Up",4.31536184116052e-09,4.44482269639533e-07,0.00652335481193309,0.011991549608491,"Cationic antimicrobial peptide (CAMP) resistance - Prevotella copri"
"path:pcoi00340",8,"Down",1.04728731285242e-08,5.39352966118998e-07,0.000370463841229573,0.000794953659305125,"Histidine metabolism - Prevotella copri"
"path:pcoi00480",4,"Up",9.20119861335804e-08,3.04610059177346e-06,0.0647968386875563,0.0981481527179161,"Glutathione metabolism - Prevotella copri"
"path:pcoi00220",11,"Up",1.18295168612562e-07,3.04610059177346e-06,5.39338561625425e-05,0.000120764938798737,"Arginine biosynthesis - Prevotella copri"
"path:pcoi02040",6,"Up",8.77720816480474e-07,1.58404671111801e-05,0.00802697213984394,0.014013188650914,"Flagellar assembly - Prevotella copri"
"path:pcoi00620",18,"Up",1.00641461374593e-06,1.58404671111801e-05,1.9089462797253e-13,8.19256111715442e-13,"Pyruvate metabolism - Prevotella copri"
"path:pcoi00010",24,"Up",1.07653659978894e-06,1.58404671111801e-05,1.71983058541548e-18,1.10714093936122e-17,"Glycolysis / Gluconeogenesis - Prevotella copri"
"path:pcoi00290",11,"Down",2.89305864629731e-06,3.64159611886632e-05,3.06945452012006e-05,7.02564034605258e-05,"Valine, leucine and isoleucine biosynthesis - Prevotella copri"
"path:pcoi00051",19,"Up",3.18197719124241e-06,3.64159611886632e-05,2.64022065424525e-16,1.43127751256453e-15,"Fructose and mannose metabolism - Prevotella copri"
"path:pcoi00860",3,"Down",4.64001567931681e-06,4.77921614969632e-05,0.215634599909084,0.292241628824153,"Porphyrin metabolism - Prevotella copri"
"path:pcoi00500",27,"Down",7.86706844538346e-06,7.12965412394038e-05,1.33163183493154e-31,2.28596798329914e-30,"Starch and sucrose metabolism - Prevotella copri"
"path:pcoi00770",12,"Down",8.3063931541053e-06,7.12965412394038e-05,0.000359195242208753,0.000787172552074502,"Pantothenate and CoA biosynthesis - Prevotella copri"
"path:pcoi03420",9,"Down",1.29888387236557e-05,0.000102911568348964,0.00562883054993352,0.0107364730859843,"Nucleotide excision repair - Prevotella copri"
"path:pcoi00660",6,"Down",3.10708505436094e-05,0.000228592686142269,0.0865558678656235,0.127360777002275,"C5-Branched dibasic acid metabolism - Prevotella copri"
"path:pcoi00440",3,"Down",3.89844495772434e-05,0.000267693220430405,0.59480620852744,0.688371230093554,"Phosphonate and phosphinate metabolism - Prevotella copri"
"path:pcoi00430",3,"Up",4.640229719793e-05,0.000281947769577054,0.776362396912909,0.87873985584648,"Taurine and hypotaurine metabolism - Prevotella copri"
"path:pcoi01501",9,"Up",4.65350687651448e-05,0.000281947769577054,1.7936339557171e-05,4.29637901020608e-05,"beta-Lactam resistance - Prevotella copri"
"path:pcoi00061",9,"Up",5.47639573258392e-05,0.000296878294976918,0.002886853238469,0.0057181900685059,"Fatty acid biosynthesis - Prevotella copri"
"path:pcoi01212",9,"Up",5.47639573258392e-05,0.000296878294976918,0.002886853238469,0.0057181900685059,"Fatty acid metabolism - Prevotella copri"
"path:pcoi00740",7,"Up",0.000145679880885574,0.000750251386560709,0.349257839966324,0.449669468956643,"Riboflavin metabolism - Prevotella copri"
"path:pcoi00780",5,"Up",0.000188968609154705,0.00092684603537784,0.0929052266585743,0.134778004870889,"Biotin metabolism - Prevotella copri"
"path:pcoi02010",18,"Up",0.000199142223725966,0.000932347683807932,8.41154813487704e-14,3.76691068648841e-13,"ABC transporters - Prevotella copri"
"path:pcoi00020",16,"Up",0.000229289952530739,0.00100818501629334,7.45429716419569e-10,2.55930869304052e-09,"Citrate cycle (TCA cycle) - Prevotella copri"
"path:pcoi01232",32,"Up",0.00023491689700039,0.00100818501629334,2.59732500030685e-31,3.82177821473721e-30,"Nucleotide metabolism - Prevotella copri"
"path:pcoi00230",33,"Up",0.000359662367618349,0.00138541216386657,3.27703043406932e-26,2.8127844559095e-25,"Purine metabolism - Prevotella copri"
